@relation mrgD3train-weka.filters.unsupervised.attribute.Remove-R2

@attribute refinedUse numeric
@attribute ' dType' {0,1}
@attribute ' Time' numeric
@attribute ' Cluster' {cluster3,cluster4,cluster5,cluster6,cluster7,cluster9,cluster11,cluster12,cluster14,cluster15,cluster16,cluster17,cluster18,cluster19}

@data
0.643668,0,23390,cluster3
0.643668,0,23390,cluster3
1.63403,1,8200,cluster4
1.23725,1,530,cluster3
1.23725,1,530,cluster3
1.88932,1,9560,cluster4
1.51422,1,4370,cluster18
1.09745,1,3590,cluster18
0,0,9150,cluster15
0.652299,0,1020,cluster7
0.116349,1,3350,cluster16
2.14287,1,4330,cluster19
0.116349,1,3350,cluster16
0.738717,1,2500,cluster18
0.738717,1,2500,cluster18
0.95115,0,14180,cluster6
1.98493,1,3330,cluster18
1.98493,1,3330,cluster18
1.84703,1,3320,cluster12
2.1302,1,8560,cluster4
1.76563,1,13550,cluster19
1.76563,1,13550,cluster19
1.94375,1,10360,cluster19
0.123283,1,3340,cluster16
1.76563,1,13550,cluster19
0.168767,0,18400,cluster17
0.123699,1,3380,cluster16
0.525533,0,16470,cluster17
0.525533,0,16470,cluster17
1.89085,1,9520,cluster4
2.57128,1,3550,cluster18
2.57128,1,3550,cluster18
1.08721,1,23250,cluster3
1.6015,1,7170,cluster19
0.395568,1,23500,cluster9
1.82297,1,13580,cluster19
1.78317,1,3140,cluster18
0.766983,0,13220,cluster3
0.766983,0,13220,cluster3
1.35172,1,330,cluster17
0,0,9210,cluster15
0.317201,0,9340,cluster15
1.25978,1,6370,cluster9
1.51422,1,4370,cluster18
1.71603,1,13150,cluster5
0.485518,1,12430,cluster9
0.485518,1,12430,cluster9
2.63022,1,14340,cluster5
0.525104,0,8520,cluster7
0.525104,0,8520,cluster7
0.336536,0,9290,cluster15
1.99893,1,14140,cluster19
0.742267,0,450,cluster7
0.742267,0,450,cluster7
2.14287,1,4330,cluster19
1.79358,1,3550,cluster9
1.0708,1,4530,cluster9
0.862467,0,4560,cluster18
0.834217,0,230,cluster7
0.834217,0,230,cluster7
0.86925,1,4140,cluster9
1.81013,1,13470,cluster19
1.96818,1,3300,cluster12
0.477533,1,4210,cluster3
0.168767,0,18400,cluster17
0.183034,1,16040,cluster3
0.183034,1,16040,cluster3
1.96588,0,16530,cluster17
1.96588,0,16530,cluster17
0.187463,1,11520,cluster15
0.187463,1,11520,cluster15
0.580866,1,4100,cluster3
2.57128,1,3550,cluster18
0.395568,1,23500,cluster9
0.464867,0,430,cluster7
1.66288,1,8020,cluster4
0.128217,1,3360,cluster16
0.341216,1,11500,cluster6
0.029233,1,17110,cluster11
2.6412,1,3530,cluster12
2.6412,1,3530,cluster12
1.96203,1,4050,cluster3
1.96203,1,4050,cluster3
1.64085,1,12450,cluster5
1.95687,1,4350,cluster19
0.498773,0,10080,cluster15
1.67728,1,9430,cluster4
0.09097,0,9080,cluster15
0.09097,0,9080,cluster15
2.0802,1,3320,cluster18
0.491134,1,4220,cluster3
1.81013,1,13470,cluster19
1.11838,1,3370,cluster12
1.64085,1,12450,cluster5
1.75795,1,13310,cluster5
0.133134,1,3370,cluster16
1.75193,1,8570,cluster4
1.07012,1,4450,cluster9
1.81013,1,13470,cluster19
1.68217,1,8490,cluster18
0.341216,1,11500,cluster6
0.0846,1,4350,cluster11
1.12917,1,3410,cluster12
0,0,9210,cluster15
0,0,9210,cluster15
0.102067,1,380,cluster16
0.123699,1,3380,cluster16
0.369017,0,16440,cluster17
0.535684,1,4140,cluster3
2.7075,1,3520,cluster12
1.13128,1,3400,cluster12
1.13128,1,3400,cluster12
1.99257,1,8150,cluster4
0.525533,0,16470,cluster17
1.77832,1,6550,cluster19
1.61107,1,8300,cluster4
0.102067,1,380,cluster16
1.13128,1,3400,cluster12
0.241016,0,18210,cluster17
0.241016,0,18210,cluster17
0.452516,1,23330,cluster3
0.452516,1,23330,cluster3
1.73568,1,13290,cluster5
2.07227,1,3350,cluster18
2.07227,1,3350,cluster18
1.38398,1,13360,cluster19
1.18938,1,3390,cluster12
0.611237,1,12070,cluster9
0,0,2550,cluster11
0,0,2550,cluster11
0.525533,0,16470,cluster17
0.618733,0,390,cluster7
0.618733,0,390,cluster7
1.41323,1,13370,cluster19
1.3193,1,3260,cluster18
0.618733,0,390,cluster7
0.618733,0,390,cluster7
2.59702,1,3540,cluster18
2.59702,1,3540,cluster18
0.04132,0,10110,cluster15
0.04132,0,10110,cluster15
1.2287,1,1220,cluster9
1.74047,1,9580,cluster4
0.505833,1,12450,cluster9
0.505833,1,12450,cluster9
0.320883,0,4350,cluster18
0.046683,1,17180,cluster11
1.93788,1,4020,cluster3
0,0,2340,cluster11
0.199121,1,4510,cluster11
2.02865,1,3280,cluster18
0.1779,1,300,cluster6
0.7459,0,430,cluster7
1.68573,1,13140,cluster5
0.7459,0,430,cluster7
1.9059,1,10350,cluster19
2.73587,1,13030,cluster5
0.240597,0,9250,cluster15
0.240597,0,9250,cluster15
1.64343,1,6500,cluster9
0.341216,1,11500,cluster6
1.67552,1,9480,cluster4
1.26065,0,7460,cluster9
0,1,18230,cluster11
0.034449,0,3100,cluster11
2.8694,1,13070,cluster5
0.034449,0,3100,cluster11
2.94765,0,8260,cluster5
1.27772,1,14020,cluster19
2.62177,1,3500,cluster12
0.525533,0,16470,cluster17
0.09185,0,3150,cluster11
0.355634,0,16420,cluster17
0.123283,1,3340,cluster16
1.64343,1,6500,cluster9
0.06547,0,10130,cluster15
0.460349,0,150,cluster15
0.102067,1,380,cluster16
0.3688,0,5540,cluster18
0.3688,0,5540,cluster18
1.83665,1,9260,cluster4
2.74917,1,3460,cluster12
1.79088,1,7590,cluster4
2.74917,1,3460,cluster12
0,1,18230,cluster11
2.41843,1,360,cluster17
1.90002,1,13290,cluster19
0.062004,1,4130,cluster11
0.445467,1,15500,cluster3
1.92552,1,12560,cluster5
0.292666,1,22410,cluster6
1.4279,1,3470,cluster18
0.292666,1,22410,cluster6
2.94765,0,8260,cluster5
1.74613,1,7550,cluster4
2.39103,1,4230,cluster5
0.65375,0,18150,cluster17
0.65375,0,18150,cluster17
2.08622,1,7400,cluster4
0.071354,1,14520,cluster6
2.08622,1,7400,cluster4
0,1,13440,cluster11
1.96818,1,3300,cluster12
1.96818,1,3300,cluster12
0.079099,1,4510,cluster11
2.66963,1,3470,cluster12
2.66963,1,3470,cluster12
1.74048,1,13130,cluster5
0,0,9120,cluster15
0,0,9120,cluster15
2.03263,0,8340,cluster5
0.398368,0,8360,cluster6
1.12518,1,3300,cluster18
0.398368,0,8360,cluster6
2.58533,1,14280,cluster5
0.766583,1,23400,cluster6
1.67442,1,2390,cluster18
1.79088,1,7590,cluster4
1.73675,0,8010,cluster9
0,1,20080,cluster11
0.046467,0,17280,cluster6
0.45575,0,1010,cluster7
2.1756,0,8200,cluster9
1.53235,0,18290,cluster17
2.85217,0,8360,cluster5
0.181267,0,18220,cluster17
0.797867,0,5140,cluster18
1.90002,1,13290,cluster19
2.13445,0,8190,cluster9
1.5704,1,3440,cluster12
0.93445,1,14230,cluster19
2.6428,1,14350,cluster5
2.6428,1,14350,cluster5
0.93445,1,14230,cluster19
0.93445,1,14230,cluster19
2.21398,1,8550,cluster4
0.512783,0,8470,cluster7
0.041316,1,17140,cluster11
2.3589,1,370,cluster17
0.297767,0,18170,cluster17
0.605016,0,18160,cluster17
0.079099,1,4510,cluster11
0.1836,1,23170,cluster3
0.1836,1,23170,cluster3
0.352817,1,7550,cluster11
1.53913,0,18320,cluster17
2.08622,1,7400,cluster4
0.43255,1,11570,cluster16
1.53913,0,18320,cluster17
0.128217,1,3360,cluster16
1.4726,1,3530,cluster18
1.42148,1,13390,cluster19
0.946049,1,1130,cluster6
0.43255,1,11570,cluster16
1.42148,1,13390,cluster19
0.655119,1,23440,cluster6
0,1,19330,cluster11
0.25555,0,14440,cluster6
0.25555,0,14440,cluster6
1.72955,1,13490,cluster19
0.797867,0,5130,cluster18
2.16165,1,6270,cluster19
1.76292,1,3590,cluster9
1.9362,1,9540,cluster4
1.83948,1,9290,cluster4
0.797867,0,5130,cluster18
1.12518,1,3300,cluster18
2.58533,1,14280,cluster5
2.58533,1,14280,cluster5
1.81645,1,9350,cluster4
2.62177,1,3500,cluster12
0.123283,1,3340,cluster16
0.123283,1,3340,cluster16
0,1,3580,cluster11
0.423301,0,16510,cluster17
0.423301,0,16510,cluster17
0.193266,0,23300,cluster3
0.254214,0,10170,cluster15
1.81825,1,9390,cluster4
0.193266,0,23300,cluster3
0.254214,0,10170,cluster15
2.48383,1,510,cluster3
1.64228,1,14240,cluster19
0.805646,1,3470,cluster9
0.102067,1,380,cluster16
1.64228,1,14240,cluster19
0.107103,0,17300,cluster11
0.107103,0,17300,cluster11
0.538868,0,560,cluster7
0.538868,0,560,cluster7
0.512267,1,4150,cluster3
2.21398,1,8550,cluster4
0.123699,1,3380,cluster16
0.79474,0,9060,cluster15
1.33602,1,3570,cluster18
2.19095,1,12580,cluster5
0.401334,0,9000,cluster15
1.91586,1,3330,cluster12
0.057868,1,23340,cluster3
1.07035,1,470,cluster3
0.123283,1,3340,cluster16
1.53913,0,18320,cluster17
0.60637,1,11590,cluster9
0.471267,1,12410,cluster9
0.217517,0,10210,cluster15
1.32975,1,3580,cluster18
0.655119,1,23440,cluster6
0.575533,1,13100,cluster6
1.5464,0,18280,cluster17
2.59702,1,3540,cluster18
0.318863,1,370,cluster6
1.72955,1,13490,cluster19
2.6527,1,3480,cluster12
2.6527,1,3480,cluster12
0.43255,1,11570,cluster16
1.21342,1,3380,cluster12
0.84345,0,180,cluster7
0.84345,0,180,cluster7
1.30885,1,3420,cluster12
0.722718,0,160,cluster15
1.30885,1,3420,cluster12
1.3321,1,3340,cluster18
1.3321,1,3340,cluster18
0.123699,1,3380,cluster16
0.722718,0,160,cluster15
1.59095,1,13120,cluster5
0.441253,1,15410,cluster3
0.441253,1,15410,cluster3
0.025583,0,14070,cluster11
1.46027,1,13160,cluster5
2.63022,1,14340,cluster5
1.39737,1,3010,cluster18
0.002517,0,2350,cluster11
2.00715,1,3270,cluster18
1.81825,1,9390,cluster4
2.00715,1,3270,cluster18
0,0,9120,cluster15
0,0,9120,cluster15
2.35497,1,9510,cluster6
2.01363,1,14310,cluster19
1.63802,0,7470,cluster9
2.01363,1,14310,cluster19
0.860259,1,23250,cluster3
1.36458,1,13340,cluster19
1.80042,1,7080,cluster19
0.690733,0,210,cluster7
0.690733,0,210,cluster7
1.9614,1,3570,cluster9
0.401334,0,9000,cluster15
1.9614,1,3570,cluster9
1.95827,1,14530,cluster6
1.95827,1,14530,cluster6
1.95827,1,14530,cluster6
0,0,19390,cluster11
1.63883,1,6510,cluster9
0.523733,1,4040,cluster9
0.598767,0,23290,cluster15
1.63602,1,12430,cluster5
1.83695,1,14010,cluster19
1.83695,1,14010,cluster19
0.297767,0,18170,cluster17
0.123699,1,3380,cluster16
2.04313,1,7370,cluster4
0.123699,1,3380,cluster16
0.525104,0,8520,cluster7
0.95755,1,1040,cluster3
0.6475,1,4120,cluster3
0.95755,1,1040,cluster3
2.05737,1,4040,cluster3
0.601399,1,12010,cluster9
1.79747,1,3540,cluster9
1.79358,1,3550,cluster9
0.395849,1,17580,cluster6
0.395849,1,17580,cluster6
0.912783,1,23260,cluster3
1.32763,1,280,cluster17
2.6335,1,14390,cluster5
1.32763,1,280,cluster17
1.81093,1,8510,cluster4
0.67295,1,23300,cluster6
2.3589,1,370,cluster17
1.08721,1,23250,cluster3
2.3589,1,370,cluster17
1.08721,1,23250,cluster3
1.98493,1,3330,cluster18
0.712534,0,320,cluster7
0.712534,0,320,cluster7
1.67572,1,7200,cluster19
1.98493,1,3330,cluster18
2.19543,1,5230,cluster6
0.718499,0,330,cluster7
0.718499,0,330,cluster7
1.16082,0,13330,cluster6
0.43255,1,11570,cluster16
0,0,9120,cluster15
0.837683,1,1240,cluster6
1.16082,0,13330,cluster6
0.837683,1,1240,cluster6
0.43255,1,11570,cluster16
0.43255,1,11570,cluster16
1.59095,1,13120,cluster5
1.85273,1,13580,cluster19
0.620466,1,4170,cluster9
0.703207,0,14360,cluster3
0.795151,0,490,cluster7
1.81942,1,13420,cluster5
0.703207,0,14360,cluster3
2.63022,1,14340,cluster5
2.06218,1,12590,cluster5
0,1,12420,cluster11
0,1,12420,cluster11
0,0,9280,cluster15
2.63022,1,14340,cluster5
2.63022,1,14340,cluster5
0.65375,0,18150,cluster17
0.65375,0,18150,cluster17
0.623617,0,240,cluster7
0.53285,0,100,cluster15
0.707117,1,4160,cluster9
0.53285,0,100,cluster15
2.02042,1,8050,cluster4
2.0302,1,14150,cluster19
2.89372,0,8380,cluster5
2.59702,1,3540,cluster18
1.86765,1,3290,cluster12
2.02042,1,8050,cluster4
0.123283,1,3340,cluster16
0.980567,0,13210,cluster3
0.102067,1,380,cluster16
0.102067,1,380,cluster16
1.34535,1,1080,cluster3
0.123283,1,3340,cluster16
1.80042,1,7080,cluster19
0,0,19390,cluster11
0.501366,1,12470,cluster9
0.501366,1,12470,cluster9
1.25997,1,230,cluster17
0.479593,0,8420,cluster7
0.479593,0,8420,cluster7
0.286434,1,12260,cluster9
0.286434,1,12260,cluster9
0,1,5500,cluster11
1.13128,1,3400,cluster12
0.601399,1,12010,cluster9
0.507249,0,5180,cluster18
1.71637,1,13480,cluster19
0.711533,0,470,cluster7
0.439934,0,340,cluster7
0.711533,0,470,cluster7
0.705367,0,1080,cluster7
0.439934,0,340,cluster7
1.19397,1,320,cluster17
0.033168,1,8530,cluster11
1.19397,1,320,cluster17
2.02532,1,12360,cluster5
0.128217,1,3360,cluster16
0.128217,1,3360,cluster16
0.507249,0,5180,cluster18
1.63802,0,7470,cluster9
0.24439,0,10180,cluster15
0.483917,0,140,cluster15
1.74845,1,14370,cluster19
0.24439,0,10180,cluster15
0.483917,0,140,cluster15
0.44774,1,23320,cluster3
0.271223,0,10200,cluster15
1.06167,1,9050,cluster6
0.271223,0,10200,cluster15
0.297767,0,18170,cluster17
0.133134,1,3370,cluster16
0.133134,1,3370,cluster16
0.742267,0,450,cluster7
0.506568,0,380,cluster7
0.019836,0,10100,cluster15
1.76563,1,13550,cluster19
1.76563,1,13550,cluster19
0.69,0,350,cluster7
1.96818,1,3300,cluster12
1.96818,1,3300,cluster12
1.10617,1,1190,cluster9
2.48383,1,510,cluster3
1.01628,0,20,cluster5
3.08212,1,13210,cluster5
0.159516,0,18380,cluster17
1.33602,1,3570,cluster18
1.84128,1,10320,cluster19
0,0,9190,cluster15
1.53235,0,18290,cluster17
0,1,9180,cluster11
0,0,21150,cluster11
3.08212,1,13210,cluster5
0,1,9180,cluster11
0.619349,1,23090,cluster6
1.31142,1,6360,cluster9
1.62932,1,7480,cluster4
0.619349,1,23090,cluster6
0.619349,1,23090,cluster6
0,0,9120,cluster15
0,0,9120,cluster15
2.06218,1,12590,cluster5
0.498773,0,10080,cluster15
0.83295,0,5090,cluster18
0.61795,0,4330,cluster18
1.52715,0,7550,cluster9
0.5427,1,17100,cluster17
0.61795,0,4330,cluster18
0.381701,1,23530,cluster9
0.123699,1,3380,cluster16
0.381701,1,23530,cluster9
0.534334,0,510,cluster7
0.534334,0,510,cluster7
0.1594,0,14060,cluster6
0.123283,1,3340,cluster16
2.0229,1,8360,cluster4
2.89372,0,8380,cluster5
1.6277,1,8220,cluster4
0.94605,0,23350,cluster6
0.94605,0,23350,cluster6
0.133134,1,3370,cluster16
2.0229,1,8360,cluster4
2.0229,1,8360,cluster4
0,1,19280,cluster11
1.76828,1,13540,cluster19
0.723617,0,200,cluster7
1.80826,1,3520,cluster9
0.770083,0,350,cluster7
0.770083,0,350,cluster7
2.57128,1,3550,cluster18
1.35682,1,2540,cluster18
0.128217,1,3360,cluster16
1.10617,1,1190,cluster9
2.64965,1,3490,cluster12
2.21398,1,8550,cluster4
0,1,5500,cluster11
2.0453,1,8370,cluster4
0.123699,1,3380,cluster16
1.53592,0,18310,cluster17
1.81258,1,9320,cluster4
1.94813,0,10240,cluster6
0.116349,1,3350,cluster16
1.18938,1,3390,cluster12
1.71637,1,13480,cluster19
0.016733,1,16440,cluster11
1.18938,1,3390,cluster12
0.846649,0,16580,cluster17
0.139856,0,9230,cluster15
2.0518,1,8470,cluster4
2.5874,1,3510,cluster12
0.256151,1,22140,cluster6
0.596299,1,23520,cluster9
2.5874,1,3510,cluster12
0.128217,1,3360,cluster16
0.116349,1,3350,cluster16
1.706,1,23550,cluster6
1.06167,1,9050,cluster6
1.706,1,23550,cluster6
0.439934,0,340,cluster7
1.23725,1,530,cluster3
0.133134,1,3370,cluster16
1.74757,1,3240,cluster18
0.79975,0,400,cluster7
1.80682,1,3360,cluster12
0.79975,0,400,cluster7
0,1,19260,cluster11
2.01217,0,7530,cluster9
1.96547,1,7470,cluster4
1.68275,1,430,cluster9
0,0,17530,cluster11
2.28612,1,4280,cluster19
2.7075,1,3520,cluster12
0.328867,0,16520,cluster17
0.133134,1,3370,cluster16
0.240597,0,9250,cluster15
2.59702,1,3540,cluster18
0.174517,1,9580,cluster11
2.98482,0,8280,cluster5
0.361167,1,23140,cluster3
0.361167,1,23140,cluster3
1.2544,1,6440,cluster9
0.566817,0,540,cluster7
1.86765,1,3290,cluster12
1.2544,1,6440,cluster9
0,0,9200,cluster15
2.40168,1,13150,cluster19
0.278264,0,9070,cluster15
0.278264,0,9070,cluster15
0.123699,1,3380,cluster16
1.86835,1,7130,cluster19
0.465251,1,12420,cluster9
1.47473,1,3400,cluster18
1.83665,1,9260,cluster4
0.391001,1,23590,cluster7
1.86835,1,7130,cluster19
0.445467,1,15500,cluster3
0.506549,1,12440,cluster9
1.71637,1,13480,cluster19
0.123699,1,3380,cluster16
2.0998,1,3300,cluster18
0.445467,1,15500,cluster3
0.035118,0,17360,cluster11
0.133134,1,3370,cluster16
1.86765,1,3290,cluster12
1.74757,1,3240,cluster18
0.332334,1,15420,cluster3
1.86765,1,3290,cluster12
0.133134,1,3370,cluster16
0.497637,0,8490,cluster7
2.66963,1,3470,cluster12
0,0,4360,cluster11
1.83532,1,9270,cluster4
2.66963,1,3470,cluster12
0.712416,0,18140,cluster17
0.506568,0,380,cluster7
0.95755,1,1040,cluster3
0.95755,1,1040,cluster3
2.64965,1,3490,cluster12
1.50238,1,8420,cluster18
0.97595,0,7440,cluster9
2.64965,1,3490,cluster12
1.74845,1,14370,cluster19
0.887084,1,7110,cluster6
0.534334,0,510,cluster7
0,1,19280,cluster11
0.133134,1,3370,cluster16
0.601399,1,12010,cluster9
0.601399,1,12010,cluster9
1.84703,1,3320,cluster12
0.159516,0,18380,cluster17
0.051016,1,16110,cluster11
1.84703,1,3320,cluster12
0.1594,0,14060,cluster6
0.1594,0,14060,cluster6
0.160043,0,9240,cluster15
0.1594,0,14060,cluster6
0,0,19400,cluster11
1.76052,1,14400,cluster19
0.160043,0,9240,cluster15
1.96588,0,16530,cluster17
0.495586,0,8510,cluster7
0.495586,0,8510,cluster7
0.43255,1,11570,cluster16
2.7075,1,3520,cluster12
1.69503,0,8100,cluster9
1.69503,0,8100,cluster9
0.79474,0,9060,cluster15
1.23725,1,530,cluster3
0.69,0,350,cluster7
1.62925,1,8230,cluster4
1.94813,0,10240,cluster6
0.598767,0,23290,cluster15
0.60818,1,11580,cluster9
0.598767,0,23290,cluster15
1.52142,1,14060,cluster19
1.81258,1,9320,cluster4
0.53285,0,100,cluster15
0,1,18390,cluster11
0.050123,1,23320,cluster3
0.056724,0,9040,cluster15
2.01217,0,7530,cluster9
1.07883,1,540,cluster3
1.80665,1,3310,cluster12
1.07883,1,540,cluster3
0.123699,1,3380,cluster16
1.1127,1,1030,cluster3
0.9988,1,220,cluster17
0.655832,0,1040,cluster7
0.9988,1,220,cluster17
1.76292,1,3590,cluster9
2.9712,0,8270,cluster5
1.76292,1,3590,cluster9
0,1,19480,cluster11
0.328867,0,16520,cluster17
0.768117,0,560,cluster7
0.345134,1,12230,cluster3
0.703207,0,14360,cluster3
0,1,19480,cluster11
2.01217,0,7530,cluster9
2.28612,1,4280,cluster19
1.5704,1,3440,cluster12
1.52885,0,7560,cluster9
1.5704,1,3440,cluster12
0.566441,0,9010,cluster15
0.566441,0,9010,cluster15
2.85217,0,8360,cluster5
0,1,14300,cluster11
0.061584,1,2490,cluster6
0.061584,1,2490,cluster6
1.91586,1,3330,cluster12
0.566817,0,540,cluster7
1.91586,1,3330,cluster12
0.754633,0,5030,cluster18
2.15228,1,4360,cluster19
2.3589,1,370,cluster17
2.15228,1,4360,cluster19
0.056816,0,17400,cluster11
1.60687,1,10070,cluster4
0.056816,0,17400,cluster11
2.40168,1,13150,cluster19
1.88405,0,8120,cluster9
1.88405,0,8120,cluster9
1.30885,1,3420,cluster12
1.30885,1,3420,cluster12
1.21342,1,3380,cluster12
1.21342,1,3380,cluster12
1.81142,1,6350,cluster5
0.11425,1,14080,cluster11
1.81142,1,6350,cluster5
1.10807,1,3110,cluster18
1.3652,1,14420,cluster19
0.405568,0,1000,cluster7
2.0363,1,12470,cluster5
1.25192,1,450,cluster3
1.90002,1,13290,cluster19
1.25493,1,40,cluster6
1.90002,1,13290,cluster19
0.509257,0,9050,cluster15
1.25493,1,40,cluster6
0.43255,1,11570,cluster16
0.507165,1,4080,cluster9
0.273884,1,12240,cluster9
0.60818,1,11580,cluster9
1.79062,1,3510,cluster9
0.345134,1,12230,cluster3
0.128217,1,3360,cluster16
1.79062,1,3510,cluster9
0.765233,1,4150,cluster9
0.765233,1,4150,cluster9
1.7273,0,8090,cluster9
0.754633,0,5030,cluster18
1.99257,1,8150,cluster4
1.63492,1,14180,cluster19
1.81152,1,8530,cluster4
0.195073,1,20290,cluster11
2.38587,1,6400,cluster5
0.506549,1,12440,cluster9
0.05045,0,18250,cluster17
0.506549,1,12440,cluster9
0,1,4080,cluster11
0.64813,0,23300,cluster15
0.123283,1,3340,cluster16
0.64813,0,23300,cluster15
1.73568,1,13290,cluster5
0.128217,1,3360,cluster16
1.73568,1,13290,cluster5
0.9988,1,220,cluster17
0.9988,1,220,cluster17
0.052756,1,23310,cluster3
0.43255,1,11570,cluster16
1.88405,0,8120,cluster9
0.052756,1,23310,cluster3
1.94208,1,6530,cluster19
0.056724,0,9040,cluster15
1.43523,0,9440,cluster6
0.5042,1,15460,cluster3
0.5042,1,15460,cluster3
2.15023,0,16540,cluster17
0.482468,1,4200,cluster3
0.50937,0,8450,cluster7
0.128802,1,19080,cluster11
0.128802,1,19080,cluster11
0.506884,1,4130,cluster3
0.506884,1,4130,cluster3
2.16165,1,6270,cluster19
2.28532,1,4390,cluster19
0.123283,1,3340,cluster16
2.16165,1,6270,cluster19
1.72198,1,1170,cluster18
2.06857,1,7380,cluster4
0.681967,1,4110,cluster3
0.128217,1,3360,cluster16
1.1127,1,1030,cluster3
2.5874,1,3510,cluster12
1.47315,1,12580,cluster5
0.37005,0,16410,cluster17
1.47315,1,12580,cluster5
0.37005,0,16410,cluster17
2.28532,1,4390,cluster19
1.18723,1,250,cluster17
1.18723,1,250,cluster17
0.519906,1,23290,cluster3
1.09745,1,3590,cluster18
0.519906,1,23290,cluster3
1.69277,1,9460,cluster4
0.15425,0,23310,cluster3
0.097168,0,5320,cluster11
0.097168,0,5320,cluster11
1.88038,1,9570,cluster4
0.116349,1,3350,cluster16
0.128217,1,3360,cluster16
0.128217,1,3360,cluster16
1.27567,1,8430,cluster18
0.206034,0,5580,cluster11
1.68912,1,9440,cluster4
0.479593,0,8420,cluster7
1.69503,0,8100,cluster9
0.100883,1,16060,cluster3
2.02865,1,3280,cluster18
0,0,19170,cluster11
1.39738,1,3160,cluster18
1.80665,1,3310,cluster12
0,0,19170,cluster11
1.913,1,6490,cluster5
1.79213,0,10480,cluster6
0.205401,0,9180,cluster15
0.205401,0,9180,cluster15
0.176367,0,18370,cluster17
1.82898,1,9230,cluster4
1.52142,1,14060,cluster19
0.652299,0,1020,cluster7
1.83323,1,9280,cluster4
1.6409,1,8400,cluster4
0.754633,0,5030,cluster18
2.07227,1,3350,cluster18
0.507716,0,360,cluster7
2.03793,1,8170,cluster4
0.507716,0,360,cluster7
2.03793,1,8170,cluster4
0.005784,0,14470,cluster11
0.664867,0,13500,cluster6
1.60687,1,10070,cluster4
1.75795,1,13310,cluster5
1.75795,1,13310,cluster5
1.34535,1,1080,cluster3
0.712416,0,18140,cluster17
1.34535,1,1080,cluster3
0.712416,0,18140,cluster17
0.778949,0,16590,cluster17
3.12138,1,13240,cluster5
0.778949,0,16590,cluster17
0.116349,1,3350,cluster16
0.340223,0,9320,cluster15
0.116349,1,3350,cluster16
0.340223,0,9320,cluster15
1.88405,0,8120,cluster9
1.88405,0,8120,cluster9
0.596299,1,23520,cluster9
0.102067,1,380,cluster16
0,1,17500,cluster6
1.21342,1,3380,cluster12
1.10449,1,23280,cluster3
0.336536,0,9290,cluster15
1.76508,1,6380,cluster5
0.531751,1,12300,cluster9
0.8518,0,4240,cluster18
1.09204,1,23270,cluster3
0.531751,1,12300,cluster9
1.86348,0,8440,cluster5
2.3794,1,13060,cluster5
1.86348,0,8440,cluster5
2.6527,1,3480,cluster12
1.97828,1,3260,cluster18
1.75232,0,7480,cluster9
2.6527,1,3480,cluster12
1.81152,1,8530,cluster4
0.6059,0,480,cluster7
0.475233,0,16500,cluster17
0.123283,1,3340,cluster16
1.06962,1,1010,cluster3
0.475233,0,16500,cluster17
2.44418,1,4240,cluster5
1.73568,1,13290,cluster5
1.97828,1,3260,cluster18
0.693734,0,8590,cluster15
1.73568,1,13290,cluster5
1.88405,0,8120,cluster9
1.4051,1,14030,cluster19
1.66777,1,8040,cluster4
1.83183,1,7540,cluster4
0.737533,0,520,cluster7
0.737533,0,520,cluster7
1.64085,1,12450,cluster5
2.66963,1,3470,cluster12
1.74845,1,14370,cluster19
0.462199,1,15480,cluster3
1.18938,1,3390,cluster12
0.505666,1,4200,cluster9
2.6335,1,14390,cluster5
0.655497,0,8550,cluster7
0.992484,1,2570,cluster18
2.6335,1,14390,cluster5
0.655497,0,8550,cluster7
0.328867,0,16520,cluster17
1.13128,1,3400,cluster12
0.425247,1,12460,cluster6
2.65525,1,14270,cluster5
0.655497,0,8550,cluster7
1.90002,1,13290,cluster19
0.546618,1,3440,cluster9
2.65525,1,14270,cluster5
2.0302,1,14150,cluster19
0,0,9360,cluster15
1.86765,1,3290,cluster12
0.133134,1,3370,cluster16
1.77832,1,6550,cluster19
0.071924,1,4060,cluster11
0.5427,1,17100,cluster17
0.507799,1,17200,cluster17
2.63303,1,14300,cluster5
2.63303,1,14300,cluster5
1.09745,1,3590,cluster18
0.37005,0,16410,cluster17
1.5201,1,4310,cluster18
0.50045,1,4190,cluster3
0.228483,1,8040,cluster6
0,0,2340,cluster11
0.50045,1,4190,cluster3
0.228483,1,8040,cluster6
0.055683,1,3240,cluster11
1.27567,1,8430,cluster18
1.88038,1,9570,cluster4
1.79173,1,7530,cluster4
0.488367,0,580,cluster7
2.19095,1,12580,cluster5
0.855467,1,23470,cluster9
2.02042,1,8050,cluster4
2.02042,1,8050,cluster4
0.59928,1,12000,cluster9
1.74757,1,3240,cluster18
1.25997,1,230,cluster17
1.02403,1,150,cluster6
1.25997,1,230,cluster17
1.65135,1,8470,cluster18
0.768117,0,560,cluster7
1.83323,1,9280,cluster4
1.68467,1,12530,cluster6
0.116349,1,3350,cluster16
1.63198,1,8490,cluster4
1.86765,1,3290,cluster12
0.43255,1,11570,cluster16
1.81645,1,9350,cluster4
0.160043,0,9240,cluster15
1.6409,1,8400,cluster4
1.81645,1,9350,cluster4
0.278884,0,5450,cluster18
1.2596,1,300,cluster17
0.427249,1,15540,cluster3
2.3794,1,13060,cluster5
0.427249,1,15540,cluster3
2.3794,1,13060,cluster5
