@relation c1train-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R3

@attribute 'refinedUse ' numeric
@attribute ' dow ' {0,1,2,3,4,5,6}
@attribute Day {0,1}
@attribute ' Time' numeric
@attribute Cluster {cluster13,cluster9,cluster3,cluster5,cluster15,cluster17,cluster4,cluster12,cluster55,cluster11,cluster10,cluster42,cluster19,cluster30,cluster33,cluster36,cluster34,cluster39,cluster54,cluster47,cluster26,cluster25,cluster50,cluster52,cluster28}

@data
1.61393,4,1,530,cluster9
1.61393,4,1,530,cluster9
1.61393,4,1,530,cluster9
1.61393,4,1,530,cluster9
0.175916,0,1,22000,cluster5
0.175916,0,1,22000,cluster5
0.32619,2,1,15110,cluster15
0.265401,2,1,20500,cluster15
1.86115,3,1,6210,cluster17
1.86115,3,1,6210,cluster17
1.86115,3,1,6210,cluster17
1.86115,3,1,6210,cluster17
0.45262,4,1,380,cluster10
0.45262,4,1,380,cluster10
0.45262,4,1,380,cluster10
0.45262,4,1,380,cluster10
0.45262,4,1,380,cluster10
0.45262,4,1,380,cluster10
0.45262,4,1,380,cluster10
0.45262,4,1,380,cluster10
0.45262,4,1,380,cluster10
0.45262,4,1,380,cluster10
0.45262,4,1,380,cluster10
0.45262,4,1,380,cluster10
0.45262,4,1,380,cluster10
0.45262,4,1,380,cluster10
0.45262,4,1,380,cluster10
0.45262,4,1,380,cluster10
0.45262,4,1,380,cluster10
2.23805,2,1,15240,cluster55
2.23805,2,1,15240,cluster55
2.23805,2,1,15240,cluster55
2.23805,2,1,15240,cluster55
2.23805,2,1,15240,cluster55
2.23805,2,1,15240,cluster55
2.23805,2,1,15240,cluster55
2.23805,2,1,15240,cluster55
2.23805,2,1,15240,cluster55
2.23805,2,1,15240,cluster55
2.23805,2,1,15240,cluster55
2.23805,2,1,15240,cluster55
0.346783,2,1,15100,cluster15
2.22192,2,1,15230,cluster55
2.22192,2,1,15230,cluster55
2.22192,2,1,15230,cluster55
2.22192,2,1,15230,cluster55
2.22192,2,1,15230,cluster55
2.22192,2,1,15230,cluster55
2.22192,2,1,15230,cluster55
2.22192,2,1,15230,cluster55
2.22192,2,1,15230,cluster55
2.22192,2,1,15230,cluster55
2.22192,2,1,15230,cluster55
2.22192,2,1,15230,cluster55
0.308174,2,1,15090,cluster15
0.046783,0,1,11200,cluster5
0.046783,0,1,11200,cluster5
2.20695,2,1,15220,cluster55
2.20695,2,1,15220,cluster55
2.20695,2,1,15220,cluster55
2.20695,2,1,15220,cluster55
2.20695,2,1,15220,cluster55
2.20695,2,1,15220,cluster55
2.20695,2,1,15220,cluster55
2.20695,2,1,15220,cluster55
2.20695,2,1,15220,cluster55
2.20695,2,1,15220,cluster55
2.20695,2,1,15220,cluster55
2.20695,2,1,15220,cluster55
0.31704,2,1,15080,cluster15
0.043833,6,0,17450,cluster4
0.043833,6,0,17450,cluster4
0.043833,6,0,17450,cluster4
0.043833,6,0,17450,cluster4
0.045,0,1,11190,cluster5
0.045,0,1,11190,cluster5
0.245351,3,1,8410,cluster13
0.040466,6,0,17440,cluster4
0.040466,6,0,17440,cluster4
0.040466,6,0,17440,cluster4
0.040466,6,0,17440,cluster4
0.052384,6,0,17430,cluster4
0.052384,6,0,17430,cluster4
0.052384,6,0,17430,cluster4
0.052384,6,0,17430,cluster4
0.047984,5,1,14500,cluster5
0.047984,5,1,14500,cluster5
0.121733,1,1,530,cluster12
0.121733,1,1,530,cluster12
0.121733,1,1,530,cluster12
0.121733,1,1,530,cluster12
0.033034,6,0,17420,cluster4
0.033034,6,0,17420,cluster4
0.033034,6,0,17420,cluster4
0.033034,6,0,17420,cluster4
2.82128,0,0,9560,cluster17
2.82128,0,0,9560,cluster17
2.82128,0,0,9560,cluster17
2.82128,0,0,9560,cluster17
0.046917,5,1,14490,cluster5
0.046917,5,1,14490,cluster5
0,6,0,2020,cluster5
0,6,0,2020,cluster5
0.038084,6,0,17410,cluster4
0.038084,6,0,17410,cluster4
0.038084,6,0,17410,cluster4
0.038084,6,0,17410,cluster4
0.800983,5,1,11050,cluster15
0.049884,5,1,14480,cluster5
0.049884,5,1,14480,cluster5
0.333951,1,1,520,cluster12
0.333951,1,1,520,cluster12
0.333951,1,1,520,cluster12
0.333951,1,1,520,cluster12
0.0495,5,1,14470,cluster5
0.0495,5,1,14470,cluster5
0.619287,5,1,10510,cluster9
0.619287,5,1,10510,cluster9
0.619287,5,1,10510,cluster9
0.619287,5,1,10510,cluster9
0.619287,5,1,10510,cluster9
0.619287,5,1,10510,cluster9
0.619287,5,1,10510,cluster9
0.619287,5,1,10510,cluster9
0.619287,5,1,10510,cluster9
0.619287,5,1,10510,cluster9
0.619287,5,1,10510,cluster9
3.0431,0,0,9550,cluster17
3.0431,0,0,9550,cluster17
3.0431,0,0,9550,cluster17
3.0431,0,0,9550,cluster17
0,6,0,2010,cluster5
0,6,0,2010,cluster5
0.816867,5,1,11040,cluster15
0.153215,1,1,510,cluster12
0.153215,1,1,510,cluster12
0.153215,1,1,510,cluster12
0.153215,1,1,510,cluster12
0.492396,4,1,14130,cluster15
0.314901,5,0,2170,cluster4
0.314901,5,0,2170,cluster4
0.314901,5,0,2170,cluster4
0.314901,5,0,2170,cluster4
0.4171,0,0,1070,cluster15
0.566566,6,0,15220,cluster15
0.17345,6,0,11130,cluster15
0,4,1,11200,cluster5
0,4,1,11200,cluster5
0,6,0,20160,cluster5
0,6,0,20160,cluster5
0.25873,2,1,240,cluster15
2.37847,1,1,10030,cluster17
2.37847,1,1,10030,cluster17
2.37847,1,1,10030,cluster17
2.37847,1,1,10030,cluster17
0.487433,4,1,14120,cluster15
0.069167,5,1,5190,cluster5
0.069167,5,1,5190,cluster5
0.330417,5,0,2160,cluster4
0.330417,5,0,2160,cluster4
0.330417,5,0,2160,cluster4
0.330417,5,0,2160,cluster4
0.222683,1,1,19060,cluster15
0.423666,0,0,1060,cluster15
0.637601,0,0,4090,cluster15
0.253884,6,0,11120,cluster15
0,6,0,20150,cluster5
0,6,0,20150,cluster5
3.03567,1,1,10020,cluster17
3.03567,1,1,10020,cluster17
3.03567,1,1,10020,cluster17
3.03567,1,1,10020,cluster17
0.05535,5,1,5180,cluster5
0.05535,5,1,5180,cluster5
0.065616,6,0,20190,cluster13
0.045014,3,1,19480,cluster13
0.068134,6,0,20180,cluster13
0.070667,6,0,20170,cluster13
0.051986,1,1,5190,cluster13
0.040843,3,1,19460,cluster13
0.067684,6,0,20160,cluster13
1.78247,3,1,14350,cluster15
1.6532,4,1,5310,cluster13
1.80772,3,1,14340,cluster15
2.51042,3,1,14330,cluster55
2.51042,3,1,14330,cluster55
2.51042,3,1,14330,cluster55
2.51042,3,1,14330,cluster55
2.51042,3,1,14330,cluster55
2.51042,3,1,14330,cluster55
2.51042,3,1,14330,cluster55
2.51042,3,1,14330,cluster55
2.51042,3,1,14330,cluster55
2.51042,3,1,14330,cluster55
2.51042,3,1,14330,cluster55
2.51042,3,1,14330,cluster55
2.50222,3,1,14320,cluster55
2.50222,3,1,14320,cluster55
2.50222,3,1,14320,cluster55
2.50222,3,1,14320,cluster55
2.50222,3,1,14320,cluster55
2.50222,3,1,14320,cluster55
2.50222,3,1,14320,cluster55
2.50222,3,1,14320,cluster55
2.50222,3,1,14320,cluster55
2.50222,3,1,14320,cluster55
2.50222,3,1,14320,cluster55
2.50222,3,1,14320,cluster55
2.48985,3,1,14310,cluster55
2.48985,3,1,14310,cluster55
2.48985,3,1,14310,cluster55
2.48985,3,1,14310,cluster55
2.48985,3,1,14310,cluster55
2.48985,3,1,14310,cluster55
2.48985,3,1,14310,cluster55
2.48985,3,1,14310,cluster55
2.48985,3,1,14310,cluster55
2.48985,3,1,14310,cluster55
2.48985,3,1,14310,cluster55
2.48985,3,1,14310,cluster55
0.667733,1,1,19300,cluster13
0.66865,1,1,19290,cluster13
0.79703,3,1,13070,cluster4
0.79703,3,1,13070,cluster4
0.79703,3,1,13070,cluster4
0.79703,3,1,13070,cluster4
0.669517,1,1,19280,cluster13
0.402467,6,0,5140,cluster13
0.553501,1,1,19270,cluster13
0.731651,5,1,14160,cluster17
0.731651,5,1,14160,cluster17
0.731651,5,1,14160,cluster17
0.731651,5,1,14160,cluster17
0,1,1,23180,cluster5
0,1,1,23180,cluster5
1.21185,3,1,13060,cluster4
1.21185,3,1,13060,cluster4
1.21185,3,1,13060,cluster4
1.21185,3,1,13060,cluster4
0.405583,6,0,5130,cluster13
1.0832,5,1,14150,cluster17
1.0832,5,1,14150,cluster17
1.0832,5,1,14150,cluster17
1.0832,5,1,14150,cluster17
0.032903,1,1,23170,cluster5
0.032903,1,1,23170,cluster5
2.1831,3,1,13050,cluster4
2.1831,3,1,13050,cluster4
2.1831,3,1,13050,cluster4
2.1831,3,1,13050,cluster4
1.6364,4,1,520,cluster9
1.6364,4,1,520,cluster9
1.6364,4,1,520,cluster9
1.6364,4,1,520,cluster9
1.6364,4,1,520,cluster9
1.6364,4,1,520,cluster9
1.6364,4,1,520,cluster9
1.6364,4,1,520,cluster9
1.6364,4,1,520,cluster9
1.6364,4,1,520,cluster9
1.6364,4,1,520,cluster9
0.411568,6,0,5120,cluster13
0.1757,0,1,21590,cluster5
0.1757,0,1,21590,cluster5
0,2,1,20490,cluster15
0.467807,4,1,370,cluster10
0.467807,4,1,370,cluster10
0.467807,4,1,370,cluster10
0.467807,4,1,370,cluster10
0.467807,4,1,370,cluster10
0.467807,4,1,370,cluster10
0.467807,4,1,370,cluster10
0.467807,4,1,370,cluster10
0.467807,4,1,370,cluster10
0.467807,4,1,370,cluster10
0.467807,4,1,370,cluster10
0.467807,4,1,370,cluster10
0.467807,4,1,370,cluster10
0.467807,4,1,370,cluster10
0.467807,4,1,370,cluster10
0.467807,4,1,370,cluster10
0.467807,4,1,370,cluster10
1.1067,4,1,510,cluster15
0.138183,0,1,21580,cluster5
0.138183,0,1,21580,cluster5
0,2,1,20480,cluster15
0.449273,4,1,360,cluster10
0.449273,4,1,360,cluster10
0.449273,4,1,360,cluster10
0.449273,4,1,360,cluster10
0.449273,4,1,360,cluster10
0.449273,4,1,360,cluster10
0.449273,4,1,360,cluster10
0.449273,4,1,360,cluster10
0.449273,4,1,360,cluster10
0.449273,4,1,360,cluster10
0.449273,4,1,360,cluster10
0.449273,4,1,360,cluster10
0.449273,4,1,360,cluster10
0.449273,4,1,360,cluster10
0.449273,4,1,360,cluster10
0.449273,4,1,360,cluster10
0.449273,4,1,360,cluster10
1.678,2,1,15210,cluster55
1.678,2,1,15210,cluster55
1.678,2,1,15210,cluster55
1.678,2,1,15210,cluster55
1.678,2,1,15210,cluster55
1.678,2,1,15210,cluster55
1.678,2,1,15210,cluster55
1.678,2,1,15210,cluster55
1.678,2,1,15210,cluster55
1.678,2,1,15210,cluster55
1.678,2,1,15210,cluster55
1.678,2,1,15210,cluster55
0,0,1,21570,cluster5
0,0,1,21570,cluster5
0.3146,2,1,15070,cluster15
0,2,1,20470,cluster15
0.044883,0,1,11180,cluster5
0.044883,0,1,11180,cluster5
1.07148,1,1,390,cluster11
1.07148,1,1,390,cluster11
1.07148,1,1,390,cluster11
1.07148,1,1,390,cluster11
1.07148,1,1,390,cluster11
1.07148,1,1,390,cluster11
1.07148,1,1,390,cluster11
1.07148,1,1,390,cluster11
1.07148,1,1,390,cluster11
1.07148,1,1,390,cluster11
1.07148,1,1,390,cluster11
1.07148,1,1,390,cluster11
0.323726,2,1,15060,cluster15
0.056233,0,1,11170,cluster5
0.056233,0,1,11170,cluster5
1.08,1,1,380,cluster11
1.08,1,1,380,cluster11
1.08,1,1,380,cluster11
1.08,1,1,380,cluster11
1.08,1,1,380,cluster11
1.08,1,1,380,cluster11
1.08,1,1,380,cluster11
1.08,1,1,380,cluster11
1.08,1,1,380,cluster11
1.08,1,1,380,cluster11
1.08,1,1,380,cluster11
1.08,1,1,380,cluster11
0.208807,2,1,15050,cluster15
0,0,1,11160,cluster5
0,0,1,11160,cluster5
0.053651,5,1,14460,cluster5
0.053651,5,1,14460,cluster5
1.09193,1,1,370,cluster11
1.09193,1,1,370,cluster11
1.09193,1,1,370,cluster11
1.09193,1,1,370,cluster11
1.09193,1,1,370,cluster11
1.09193,1,1,370,cluster11
1.09193,1,1,370,cluster11
1.09193,1,1,370,cluster11
1.09193,1,1,370,cluster11
1.09193,1,1,370,cluster11
1.09193,1,1,370,cluster11
1.09193,1,1,370,cluster11
0.049117,5,1,14450,cluster5
0.049117,5,1,14450,cluster5
0.049151,5,1,14440,cluster5
0.049151,5,1,14440,cluster5
0.054282,5,1,14430,cluster5
0.054282,5,1,14430,cluster5
0.045066,5,1,14420,cluster5
0.045066,5,1,14420,cluster5
0.637203,5,1,10500,cluster9
0.637203,5,1,10500,cluster9
0.637203,5,1,10500,cluster9
0.637203,5,1,10500,cluster9
0.637203,5,1,10500,cluster9
0.637203,5,1,10500,cluster9
0.637203,5,1,10500,cluster9
0.637203,5,1,10500,cluster9
0.637203,5,1,10500,cluster9
0.637203,5,1,10500,cluster9
0.637203,5,1,10500,cluster9
0.037216,5,1,14410,cluster5
0.037216,5,1,14410,cluster5
2.70977,0,0,9540,cluster17
2.70977,0,0,9540,cluster17
2.70977,0,0,9540,cluster17
2.70977,0,0,9540,cluster17
0.820099,5,1,11030,cluster15
0.731169,5,1,10490,cluster9
0.731169,5,1,10490,cluster9
0.731169,5,1,10490,cluster9
0.731169,5,1,10490,cluster9
0.731169,5,1,10490,cluster9
0.731169,5,1,10490,cluster9
0.731169,5,1,10490,cluster9
0.731169,5,1,10490,cluster9
0.731169,5,1,10490,cluster9
0.731169,5,1,10490,cluster9
0.731169,5,1,10490,cluster9
0.083404,1,1,16490,cluster13
2.52597,0,0,9530,cluster17
2.52597,0,0,9530,cluster17
2.52597,0,0,9530,cluster17
2.52597,0,0,9530,cluster17
0.290767,1,1,16480,cluster13
0.81825,5,1,11020,cluster15
2.05256,5,1,10480,cluster9
2.05256,5,1,10480,cluster9
2.05256,5,1,10480,cluster9
2.05256,5,1,10480,cluster9
2.05256,5,1,10480,cluster9
2.05256,5,1,10480,cluster9
2.05256,5,1,10480,cluster9
2.05256,5,1,10480,cluster9
2.05256,5,1,10480,cluster9
2.05256,5,1,10480,cluster9
2.05256,5,1,10480,cluster9
2.4324,0,0,9520,cluster17
2.4324,0,0,9520,cluster17
2.4324,0,0,9520,cluster17
2.4324,0,0,9520,cluster17
1.71232,3,1,6590,cluster13
0.557866,6,0,15210,cluster15
0,4,1,11190,cluster5
0,4,1,11190,cluster5
0.247534,2,1,230,cluster15
0.498184,4,1,14110,cluster15
1.07642,5,0,2150,cluster17
1.07642,5,0,2150,cluster17
1.07642,5,0,2150,cluster17
1.07642,5,0,2150,cluster17
0.421018,0,0,1050,cluster15
0,4,1,11180,cluster5
0,4,1,11180,cluster5
0.246783,2,1,220,cluster15
1.10473,5,0,2140,cluster17
1.10473,5,0,2140,cluster17
1.10473,5,0,2140,cluster17
1.10473,5,0,2140,cluster17
0.424134,0,0,1040,cluster15
0.042697,1,1,5170,cluster13
0.088304,3,1,19440,cluster13
0.048946,1,1,5160,cluster13
0.048573,3,1,19430,cluster13
0.06067,1,1,5150,cluster13
0.0653,6,0,20120,cluster13
0.515184,1,1,19250,cluster13
0.894934,1,1,19230,cluster13
0.887917,1,1,19220,cluster13
0.891417,1,1,19210,cluster13
0.163667,5,1,22400,cluster4
0.163667,5,1,22400,cluster4
0.163667,5,1,22400,cluster4
0.163667,5,1,22400,cluster4
0.137234,5,1,22390,cluster4
0.137234,5,1,22390,cluster4
0.137234,5,1,22390,cluster4
0.137234,5,1,22390,cluster4
0.7394,5,1,14140,cluster17
0.7394,5,1,14140,cluster17
0.7394,5,1,14140,cluster17
0.7394,5,1,14140,cluster17
0.076166,5,1,22380,cluster4
0.076166,5,1,22380,cluster4
0.076166,5,1,22380,cluster4
0.076166,5,1,22380,cluster4
0.031799,1,1,23160,cluster5
0.031799,1,1,23160,cluster5
2.17749,3,1,13040,cluster4
2.17749,3,1,13040,cluster4
2.17749,3,1,13040,cluster4
2.17749,3,1,13040,cluster4
0.429134,6,0,5110,cluster13
0.464616,5,1,14130,cluster15
0.149387,1,1,23150,cluster13
2.17249,3,1,13030,cluster4
2.17249,3,1,13030,cluster4
2.17249,3,1,13030,cluster4
2.17249,3,1,13030,cluster4
0.468982,5,1,14120,cluster15
0.431473,4,1,350,cluster10
0.431473,4,1,350,cluster10
0.431473,4,1,350,cluster10
0.431473,4,1,350,cluster10
0.431473,4,1,350,cluster10
0.431473,4,1,350,cluster10
0.431473,4,1,350,cluster10
0.431473,4,1,350,cluster10
0.431473,4,1,350,cluster10
0.431473,4,1,350,cluster10
0.431473,4,1,350,cluster10
0.431473,4,1,350,cluster10
0.431473,4,1,350,cluster10
0.431473,4,1,350,cluster10
0.431473,4,1,350,cluster10
0.431473,4,1,350,cluster10
0.431473,4,1,350,cluster10
2.18137,3,1,13020,cluster4
2.18137,3,1,13020,cluster4
2.18137,3,1,13020,cluster4
2.18137,3,1,13020,cluster4
0.236216,1,1,5500,cluster3
0.236216,1,1,5500,cluster3
0.000316,0,1,21560,cluster5
0.000316,0,1,21560,cluster5
0,2,1,20460,cluster15
0.505403,4,1,340,cluster9
0.505403,4,1,340,cluster9
0.505403,4,1,340,cluster9
0.505403,4,1,340,cluster9
0.505403,4,1,340,cluster9
0.505403,4,1,340,cluster9
0.505403,4,1,340,cluster9
0.505403,4,1,340,cluster9
0.505403,4,1,340,cluster9
0.505403,4,1,340,cluster9
0.505403,4,1,340,cluster9
0.236984,1,1,5490,cluster3
0.236984,1,1,5490,cluster3
0.011617,0,1,21550,cluster5
0.011617,0,1,21550,cluster5
0,2,1,20450,cluster15
0.923216,2,1,15040,cluster15
0.558153,4,1,330,cluster9
0.558153,4,1,330,cluster9
0.558153,4,1,330,cluster9
0.558153,4,1,330,cluster9
0.558153,4,1,330,cluster9
0.558153,4,1,330,cluster9
0.558153,4,1,330,cluster9
0.558153,4,1,330,cluster9
0.558153,4,1,330,cluster9
0.558153,4,1,330,cluster9
0.558153,4,1,330,cluster9
0,0,1,11150,cluster5
0,0,1,11150,cluster5
0.24025,1,1,5480,cluster3
0.24025,1,1,5480,cluster3
1.0938,1,1,360,cluster11
1.0938,1,1,360,cluster11
1.0938,1,1,360,cluster11
1.0938,1,1,360,cluster11
1.0938,1,1,360,cluster11
1.0938,1,1,360,cluster11
1.0938,1,1,360,cluster11
1.0938,1,1,360,cluster11
1.0938,1,1,360,cluster11
1.0938,1,1,360,cluster11
1.0938,1,1,360,cluster11
1.0938,1,1,360,cluster11
0.858607,2,1,15030,cluster15
0,0,1,11140,cluster5
0,0,1,11140,cluster5
1.07345,1,1,350,cluster11
1.07345,1,1,350,cluster11
1.07345,1,1,350,cluster11
1.07345,1,1,350,cluster11
1.07345,1,1,350,cluster11
1.07345,1,1,350,cluster11
1.07345,1,1,350,cluster11
1.07345,1,1,350,cluster11
1.07345,1,1,350,cluster11
1.07345,1,1,350,cluster11
1.07345,1,1,350,cluster11
1.07345,1,1,350,cluster11
0.447907,2,1,15020,cluster15
0,0,1,11130,cluster5
0,0,1,11130,cluster5
1.05505,1,1,340,cluster11
1.05505,1,1,340,cluster11
1.05505,1,1,340,cluster11
1.05505,1,1,340,cluster11
1.05505,1,1,340,cluster11
1.05505,1,1,340,cluster11
1.05505,1,1,340,cluster11
1.05505,1,1,340,cluster11
1.05505,1,1,340,cluster11
1.05505,1,1,340,cluster11
1.05505,1,1,340,cluster11
1.05505,1,1,340,cluster11
0.36698,1,1,16470,cluster13
0,0,1,11120,cluster5
0,0,1,11120,cluster5
0.180406,1,1,16460,cluster13
0.228379,1,1,16450,cluster13
0.080056,1,1,16440,cluster13
0.082106,1,1,16420,cluster13
0.316566,6,0,4500,cluster13
0.380733,6,0,4480,cluster13
1.89566,3,1,12400,cluster15
0,4,1,11170,cluster5
0,4,1,11170,cluster5
0.249437,2,1,210,cluster15
0.37295,4,1,20200,cluster13
1.86553,5,0,2130,cluster17
1.86553,5,0,2130,cluster17
1.86553,5,0,2130,cluster17
1.86553,5,0,2130,cluster17
0.427617,0,0,1030,cluster15
0,4,1,11160,cluster5
0,4,1,11160,cluster5
1.55085,2,1,200,cluster15
1.08892,5,0,2120,cluster17
1.08892,5,0,2120,cluster17
1.08892,5,0,2120,cluster17
1.08892,5,0,2120,cluster17
0.42325,0,0,1020,cluster15
0.04727,1,1,5140,cluster13
0.067033,6,0,20110,cluster13
0.025437,1,1,5130,cluster13
0.04837,1,1,5120,cluster13
0.023163,1,1,5110,cluster13
0.1783,3,1,1100,cluster5
0.1783,3,1,1100,cluster5
0.029567,1,1,5100,cluster13
0.417468,3,1,1090,cluster5
0.417468,3,1,1090,cluster5
0.239032,3,1,1080,cluster5
0.239032,3,1,1080,cluster5
0.061817,5,1,22370,cluster4
0.061817,5,1,22370,cluster4
0.061817,5,1,22370,cluster4
0.061817,5,1,22370,cluster4
0.238916,3,1,1070,cluster5
0.238916,3,1,1070,cluster5
1.22834,2,1,8480,cluster13
0.073784,5,1,22360,cluster3
0.073784,5,1,22360,cluster3
1.22662,2,1,8470,cluster13
0.078833,5,1,22350,cluster3
0.078833,5,1,22350,cluster3
1.25673,2,1,8460,cluster13
0.067182,5,1,22340,cluster3
0.067182,5,1,22340,cluster3
1.30885,2,1,8450,cluster13
0.056716,5,1,22330,cluster4
0.056716,5,1,22330,cluster4
0.056716,5,1,22330,cluster4
0.056716,5,1,22330,cluster4
1.71662,2,1,8440,cluster13
2.15518,3,1,13010,cluster4
2.15518,3,1,13010,cluster4
2.15518,3,1,13010,cluster4
2.15518,3,1,13010,cluster4
0.113984,1,1,23120,cluster13
0.064493,6,0,11210,cluster11
0.064493,6,0,11210,cluster11
0.064493,6,0,11210,cluster11
0.064493,6,0,11210,cluster11
0.064493,6,0,11210,cluster11
0.064493,6,0,11210,cluster11
0.064493,6,0,11210,cluster11
0.064493,6,0,11210,cluster11
0.064493,6,0,11210,cluster11
0.064493,6,0,11210,cluster11
0.064493,6,0,11210,cluster11
0.064493,6,0,11210,cluster11
0.16567,6,0,11200,cluster11
0.16567,6,0,11200,cluster11
0.16567,6,0,11200,cluster11
0.16567,6,0,11200,cluster11
0.16567,6,0,11200,cluster11
0.16567,6,0,11200,cluster11
0.16567,6,0,11200,cluster11
0.16567,6,0,11200,cluster11
0.16567,6,0,11200,cluster11
0.16567,6,0,11200,cluster11
0.16567,6,0,11200,cluster11
0.16567,6,0,11200,cluster11
0.566134,3,1,19100,cluster13
0.119749,1,1,23100,cluster13
0,0,1,21540,cluster5
0,0,1,21540,cluster5
0.321157,6,0,11190,cluster11
0.321157,6,0,11190,cluster11
0.321157,6,0,11190,cluster11
0.321157,6,0,11190,cluster11
0.321157,6,0,11190,cluster11
0.321157,6,0,11190,cluster11
0.321157,6,0,11190,cluster11
0.321157,6,0,11190,cluster11
0.321157,6,0,11190,cluster11
0.321157,6,0,11190,cluster11
0.321157,6,0,11190,cluster11
0.321157,6,0,11190,cluster11
0,2,1,20440,cluster15
0.508656,4,1,320,cluster9
0.508656,4,1,320,cluster9
0.508656,4,1,320,cluster9
0.508656,4,1,320,cluster9
0.508656,4,1,320,cluster9
0.508656,4,1,320,cluster9
0.508656,4,1,320,cluster9
0.508656,4,1,320,cluster9
0.508656,4,1,320,cluster9
0.508656,4,1,320,cluster9
0.508656,4,1,320,cluster9
0.2414,1,1,5470,cluster3
0.2414,1,1,5470,cluster3
0,0,1,21530,cluster5
0,0,1,21530,cluster5
0,2,1,20430,cluster15
0.24695,1,1,5460,cluster3
0.24695,1,1,5460,cluster3
0,0,1,21520,cluster5
0,0,1,21520,cluster5
0.679716,1,1,330,cluster11
0.679716,1,1,330,cluster11
0.679716,1,1,330,cluster11
0.679716,1,1,330,cluster11
0.679716,1,1,330,cluster11
0.679716,1,1,330,cluster11
0.679716,1,1,330,cluster11
0.679716,1,1,330,cluster11
0.679716,1,1,330,cluster11
0.679716,1,1,330,cluster11
0.679716,1,1,330,cluster11
0.679716,1,1,330,cluster11
0,2,1,20420,cluster15
0,0,1,11110,cluster5
0,0,1,11110,cluster5
0.239716,1,1,5450,cluster3
0.239716,1,1,5450,cluster3
0.52023,1,1,320,cluster11
0.52023,1,1,320,cluster11
0.52023,1,1,320,cluster11
0.52023,1,1,320,cluster11
0.52023,1,1,320,cluster11
0.52023,1,1,320,cluster11
0.52023,1,1,320,cluster11
0.52023,1,1,320,cluster11
0.52023,1,1,320,cluster11
0.52023,1,1,320,cluster11
0.52023,1,1,320,cluster11
0.52023,1,1,320,cluster11
0.663096,1,1,310,cluster11
0.663096,1,1,310,cluster11
0.663096,1,1,310,cluster11
0.663096,1,1,310,cluster11
0.663096,1,1,310,cluster11
0.663096,1,1,310,cluster11
0.663096,1,1,310,cluster11
0.663096,1,1,310,cluster11
0.663096,1,1,310,cluster11
0.663096,1,1,310,cluster11
0.663096,1,1,310,cluster11
0.663096,1,1,310,cluster11
0.631703,1,1,300,cluster11
0.631703,1,1,300,cluster11
0.631703,1,1,300,cluster11
0.631703,1,1,300,cluster11
0.631703,1,1,300,cluster11
0.631703,1,1,300,cluster11
0.631703,1,1,300,cluster11
0.631703,1,1,300,cluster11
0.631703,1,1,300,cluster11
0.631703,1,1,300,cluster11
0.631703,1,1,300,cluster11
0.631703,1,1,300,cluster11
0,2,1,5290,cluster13
0,2,1,5280,cluster13
0.378767,6,0,15400,cluster15
0.380201,6,0,4470,cluster13
0,2,1,5270,cluster13
0.303234,5,1,13500,cluster15
0.831013,3,1,12390,cluster15
0.380583,6,0,4460,cluster13
0.324733,5,1,13490,cluster15
0.761746,3,1,12380,cluster15
0.299717,6,0,4450,cluster13
0.318467,5,1,13480,cluster15
0.740163,3,1,12370,cluster15
0.204982,6,0,4440,cluster13
0,4,1,11150,cluster5
0,4,1,11150,cluster5
0.381617,4,1,20180,cluster13
1.08553,5,0,2110,cluster17
1.08553,5,0,2110,cluster17
1.08553,5,0,2110,cluster17
1.08553,5,0,2110,cluster17
0.418217,0,0,1010,cluster15
0.4078,3,1,5200,cluster13
0,4,1,11140,cluster5
0,4,1,11140,cluster5
0.375967,4,1,20170,cluster13
0.407517,3,1,5190,cluster13
0,4,1,11130,cluster5
0,4,1,11130,cluster5
1.60843,2,1,10100,cluster13
0.429534,3,1,1060,cluster5
0.429534,3,1,1060,cluster5
0.239067,3,1,1050,cluster5
0.239067,3,1,1050,cluster5
0.345867,3,1,1040,cluster5
0.345867,3,1,1040,cluster5
2.01102,2,1,10070,cluster13
0,5,1,19100,cluster4
0,5,1,19100,cluster4
0,5,1,19100,cluster4
0,5,1,19100,cluster4
0.320649,3,1,1030,cluster5
0.320649,3,1,1030,cluster5
0.059317,5,1,22320,cluster4
0.059317,5,1,22320,cluster4
0.059317,5,1,22320,cluster4
0.059317,5,1,22320,cluster4
1.91718,2,1,10060,cluster13
0.074483,5,1,22310,cluster4
0.074483,5,1,22310,cluster4
0.074483,5,1,22310,cluster4
0.074483,5,1,22310,cluster4
1.57,2,1,8420,cluster13
1.46917,2,1,8410,cluster13
0.6628,4,1,4400,cluster3
0.6628,4,1,4400,cluster3
1.45043,2,1,8400,cluster13
0.683033,4,1,4390,cluster3
0.683033,4,1,4390,cluster3
0.937783,3,1,19090,cluster15
1.33322,4,1,4380,cluster3
1.33322,4,1,4380,cluster3
0.288558,6,0,11180,cluster11
0.288558,6,0,11180,cluster11
0.288558,6,0,11180,cluster11
0.288558,6,0,11180,cluster11
0.288558,6,0,11180,cluster11
0.288558,6,0,11180,cluster11
0.288558,6,0,11180,cluster11
0.288558,6,0,11180,cluster11
0.288558,6,0,11180,cluster11
0.288558,6,0,11180,cluster11
0.288558,6,0,11180,cluster11
