@relation 1train-c-weka.filters.unsupervised.attribute.Remove-R6-7

@attribute refinedUse numeric
@attribute ' dow' {0,1,2,3,4,5,6}
@attribute ' phase' {0,1,2,3}
@attribute ' dType' {0,1}
@attribute ' Time' numeric
@attribute ' Cluster' {cluster8,cluster13,cluster7,cluster11,cluster6,cluster4,cluster1,cluster19,cluster10,cluster0,cluster16,cluster2,cluster3,cluster5,cluster15,cluster17,cluster18,cluster9,cluster14,cluster12}

@data
2.2095,4,2,1,5570,cluster4
0.676383,6,1,0,1180,cluster16
2.34605,0,3,0,9440,cluster19
1.07427,2,2,1,4010,cluster18
0.540799,1,2,1,5560,cluster2
0.540799,1,2,1,5560,cluster2
0.829367,6,1,0,1050,cluster7
0.829367,6,1,0,1050,cluster7
1.35903,2,1,1,2580,cluster14
1.35903,2,1,1,2580,cluster14
2.2095,4,2,1,5570,cluster4
0.676383,6,1,0,1180,cluster16
0.365618,1,2,1,6080,cluster11
0.62655,1,1,1,1040,cluster2
0.62655,1,1,1,1040,cluster2
1.07427,2,2,1,4010,cluster18
0.148633,5,0,1,22480,cluster11
0.935819,3,1,1,460,cluster3
0.62655,1,1,1,1040,cluster2
0.62655,1,1,1,1040,cluster2
0.354533,1,1,1,500,cluster2
0.354533,1,1,1,500,cluster2
0.540799,1,2,1,5560,cluster2
0.540799,1,2,1,5560,cluster2
0.829367,6,1,0,1050,cluster7
0.829367,6,1,0,1050,cluster7
2.34605,0,3,0,9440,cluster19
2.08803,2,3,1,9300,cluster4
2.2095,4,2,1,5570,cluster4
0.676383,6,1,0,1180,cluster16
0.571251,6,0,0,15230,cluster8
0.62655,1,1,1,1040,cluster2
0.62655,1,1,1,1040,cluster2
0.354533,1,1,1,500,cluster2
0.354533,1,1,1,500,cluster2
1.35903,2,1,1,2580,cluster14
1.35903,2,1,1,2580,cluster14
2.08803,2,3,1,9300,cluster4
0.354533,1,1,1,500,cluster2
0.354533,1,1,1,500,cluster2
0.829367,6,1,0,1050,cluster7
0.829367,6,1,0,1050,cluster7
2.08803,2,3,1,9300,cluster4
0.354533,1,1,1,500,cluster2
0.354533,1,1,1,500,cluster2
0.935819,3,1,1,460,cluster3
1.64228,2,3,1,9450,cluster8
0.856066,4,1,1,1100,cluster15
0.856066,4,1,1,1100,cluster15
2.08803,2,3,1,9300,cluster4
0.856066,4,1,1,1100,cluster15
0.856066,4,1,1,1100,cluster15
0.374516,4,0,1,14530,cluster8
0.400867,5,3,1,10530,cluster7
0.400867,5,3,1,10530,cluster7
0.497301,5,1,1,500,cluster7
0.497301,5,1,1,500,cluster7
0.856066,4,1,1,1100,cluster15
0.856066,4,1,1,1100,cluster15
0.497301,5,1,1,500,cluster7
0.497301,5,1,1,500,cluster7
1.17932,3,1,1,1470,cluster5
0.856066,4,1,1,1100,cluster15
0.856066,4,1,1,1100,cluster15
0.633667,5,3,0,12010,cluster2
0.633667,5,3,0,12010,cluster2
0.497301,5,1,1,500,cluster7
0.497301,5,1,1,500,cluster7
0.6211,0,2,0,4380,cluster11
1.46147,2,1,1,2290,cluster14
1.46147,2,1,1,2290,cluster14
1.17932,3,1,1,1470,cluster5
0.856066,4,1,1,1100,cluster15
0.856066,4,1,1,1100,cluster15
0.947433,2,2,1,4040,cluster18
0.655034,0,0,0,23400,cluster8
1.59608,3,3,1,7040,cluster4
1.17932,3,1,1,1470,cluster5
0.856066,4,1,1,1100,cluster15
0.856066,4,1,1,1100,cluster15
1.46147,2,1,1,2290,cluster14
1.46147,2,1,1,2290,cluster14
0.297434,5,1,1,490,cluster7
0.297434,5,1,1,490,cluster7
0.947433,2,2,1,4040,cluster18
0.297434,5,1,1,490,cluster7
0.297434,5,1,1,490,cluster7
0.6963,3,0,1,23500,cluster8
0.916485,5,3,0,12090,cluster9
0.916485,5,3,0,12090,cluster9
0.627783,5,1,1,270,cluster7
0.627783,5,1,1,270,cluster7
0.97395,2,2,1,4030,cluster18
0.364437,6,3,0,11150,cluster15
0.364437,6,3,0,11150,cluster15
0.780783,3,1,1,450,cluster7
0.780783,3,1,1,450,cluster7
1.32213,6,3,0,10420,cluster2
1.32213,6,3,0,10420,cluster2
0.97395,2,2,1,4030,cluster18
0.916485,5,3,0,12090,cluster9
0.916485,5,3,0,12090,cluster9
1.0354,5,3,0,12280,cluster9
1.0354,5,3,0,12280,cluster9
2.3003,1,1,1,240,cluster2
2.3003,1,1,1,240,cluster2
0.627783,5,1,1,270,cluster7
0.627783,5,1,1,270,cluster7
1.32213,6,3,0,10420,cluster2
1.32213,6,3,0,10420,cluster2
0.856766,6,3,0,12000,cluster15
0.856766,6,3,0,12000,cluster15
0.364437,6,3,0,11150,cluster15
0.364437,6,3,0,11150,cluster15
1.0354,5,3,0,12280,cluster9
1.0354,5,3,0,12280,cluster9
0.97395,2,2,1,4030,cluster18
1.16562,6,3,0,10460,cluster2
1.16562,6,3,0,10460,cluster2
2.3003,1,1,1,240,cluster2
2.3003,1,1,1,240,cluster2
0.916485,5,3,0,12090,cluster9
0.916485,5,3,0,12090,cluster9
1.32213,6,3,0,10420,cluster2
1.32213,6,3,0,10420,cluster2
0.780783,3,1,1,450,cluster7
0.780783,3,1,1,450,cluster7
0.627783,5,1,1,270,cluster7
0.627783,5,1,1,270,cluster7
0.856766,6,3,0,12000,cluster15
0.856766,6,3,0,12000,cluster15
0.97395,2,2,1,4030,cluster18
1.32213,6,3,0,10420,cluster2
1.32213,6,3,0,10420,cluster2
0.0003,5,2,1,6130,cluster11
0.31975,1,1,1,530,cluster2
0.31975,1,1,1,530,cluster2
0.25525,1,3,1,7150,cluster11
0.31975,1,1,1,530,cluster2
0.31975,1,1,1,530,cluster2
0.31975,1,1,1,530,cluster2
0.31975,1,1,1,530,cluster2
0.56173,3,3,1,9560,cluster11
0.413099,1,0,1,23340,cluster15
0.413099,1,0,1,23340,cluster15
0.665257,1,3,1,11000,cluster7
0.665257,1,3,1,11000,cluster7
0.665566,5,3,0,12130,cluster9
0.665566,5,3,0,12130,cluster9
0.722585,6,3,0,11440,cluster2
0.722585,6,3,0,11440,cluster2
0.649716,1,3,1,11130,cluster7
0.649716,1,3,1,11130,cluster7
0.947433,2,2,1,4040,cluster18
0.722585,6,3,0,11440,cluster2
0.722585,6,3,0,11440,cluster2
0.121186,1,0,1,20590,cluster11
0.649716,1,3,1,11130,cluster7
0.649716,1,3,1,11130,cluster7
0,4,0,1,17420,cluster11
0.665566,5,3,0,12130,cluster9
0.665566,5,3,0,12130,cluster9
0.947433,2,2,1,4040,cluster18
2.15233,1,3,1,9420,cluster8
0.121186,1,0,1,20590,cluster11
0.947433,2,2,1,4040,cluster18
0.061684,1,0,1,18450,cluster8
0,0,2,0,4010,cluster11
1.88523,2,3,1,10260,cluster4
0.229801,3,2,1,5590,cluster8
0.174833,5,0,1,15170,cluster11
1.03153,1,0,1,16570,cluster8
0.111257,5,1,1,1030,cluster11
1.46627,2,1,1,2190,cluster14
1.46627,2,1,1,2190,cluster14
0.094734,0,1,0,3280,cluster11
1.66693,0,1,0,430,cluster8
0.740616,3,1,1,520,cluster7
0.740616,3,1,1,520,cluster7
0.740616,3,1,1,520,cluster7
0.740616,3,1,1,520,cluster7
0,3,1,1,2200,cluster11
0.414183,1,0,1,23560,cluster15
0.414183,1,0,1,23560,cluster15
0.676383,6,1,0,1180,cluster16
0.354533,1,1,1,500,cluster2
0.354533,1,1,1,500,cluster2
2.34605,0,3,0,9440,cluster19
2.02693,4,2,1,5120,cluster4
0.829367,6,1,0,1050,cluster7
0.829367,6,1,0,1050,cluster7
0.571251,6,0,0,15230,cluster8
2.02693,4,2,1,5120,cluster4
0.676383,6,1,0,1180,cluster16
1.35903,2,1,1,2580,cluster14
1.35903,2,1,1,2580,cluster14
0.487323,2,0,1,14470,cluster8
2.02693,4,2,1,5120,cluster4
1.32835,2,3,1,8530,cluster8
1.13898,4,1,1,590,cluster7
1.13898,4,1,1,590,cluster7
0.829367,6,1,0,1050,cluster7
0.829367,6,1,0,1050,cluster7
1.35903,2,1,1,2580,cluster14
1.35903,2,1,1,2580,cluster14
2.08803,2,3,1,9300,cluster4
2.02693,4,2,1,5120,cluster4
0.676383,6,1,0,1180,cluster16
0.614099,0,0,0,23560,cluster8
1.35903,2,1,1,2580,cluster14
1.35903,2,1,1,2580,cluster14
1.13898,4,1,1,590,cluster7
1.13898,4,1,1,590,cluster7
0.829367,6,1,0,1050,cluster7
0.829367,6,1,0,1050,cluster7
0.154184,5,0,1,22410,cluster11
2.02693,4,2,1,5120,cluster4
1.6401,1,0,1,14520,cluster8
1.35903,2,1,1,2580,cluster14
1.35903,2,1,1,2580,cluster14
2.08803,2,3,1,9300,cluster4
1.22137,5,0,1,15170,cluster8
1.59608,3,3,1,7040,cluster4
0.857834,6,3,0,10450,cluster2
0.857834,6,3,0,10450,cluster2
0.2532,6,0,0,18520,cluster17
0.06727,6,0,0,21020,cluster11
0.2532,6,0,0,18520,cluster17
1.59608,3,3,1,7040,cluster4
0.2532,6,0,0,18520,cluster17
0.856066,4,1,1,1100,cluster15
0.856066,4,1,1,1100,cluster15
0.530417,6,3,0,11410,cluster2
0.530417,6,3,0,11410,cluster2
0.2532,6,0,0,18520,cluster17
1.59608,3,3,1,7040,cluster4
0.947433,2,2,1,4040,cluster18
0.856066,4,1,1,1100,cluster15
0.856066,4,1,1,1100,cluster15
0.2532,6,0,0,18520,cluster17
0.857834,6,3,0,10450,cluster2
0.857834,6,3,0,10450,cluster2
0.947433,2,2,1,4040,cluster18
0.2532,6,0,0,18520,cluster17
0.364437,6,3,0,11150,cluster15
0.364437,6,3,0,11150,cluster15
1.16562,6,3,0,10460,cluster2
1.16562,6,3,0,10460,cluster2
0.916485,5,3,0,12090,cluster9
0.916485,5,3,0,12090,cluster9
0.627783,5,1,1,270,cluster7
0.627783,5,1,1,270,cluster7
2.03888,3,2,1,6560,cluster4
0.364437,6,3,0,11150,cluster15
0.364437,6,3,0,11150,cluster15
1.46215,2,3,1,8270,cluster9
1.46215,2,3,1,8270,cluster9
1.16562,6,3,0,10460,cluster2
1.16562,6,3,0,10460,cluster2
0.925899,0,3,0,11180,cluster2
0.925899,0,3,0,11180,cluster2
1.4868,2,1,1,1440,cluster14
1.4868,2,1,1,1440,cluster14
0.916485,5,3,0,12090,cluster9
0.916485,5,3,0,12090,cluster9
1.46215,2,3,1,8270,cluster9
1.46215,2,3,1,8270,cluster9
0.627783,5,1,1,270,cluster7
0.627783,5,1,1,270,cluster7
1.4868,2,1,1,1440,cluster14
1.4868,2,1,1,1440,cluster14
0.364437,6,3,0,11150,cluster15
0.364437,6,3,0,11150,cluster15
0.925899,0,3,0,11180,cluster2
0.925899,0,3,0,11180,cluster2
0.487684,0,0,0,15220,cluster15
0.487684,0,0,0,15220,cluster15
0.916485,5,3,0,12090,cluster9
0.916485,5,3,0,12090,cluster9
1.46215,2,3,1,8270,cluster9
1.46215,2,3,1,8270,cluster9
1.4868,2,1,1,1440,cluster14
1.4868,2,1,1,1440,cluster14
2.14195,3,3,1,7200,cluster4
0.487684,0,0,0,15220,cluster15
0.487684,0,0,0,15220,cluster15
0.925899,0,3,0,11180,cluster2
0.925899,0,3,0,11180,cluster2
0.649716,1,3,1,11130,cluster7
0.649716,1,3,1,11130,cluster7
0.700417,3,1,1,440,cluster3
0.722585,6,3,0,11440,cluster2
0.722585,6,3,0,11440,cluster2
0.639349,4,0,1,14350,cluster3
0.649716,1,3,1,11130,cluster7
0.649716,1,3,1,11130,cluster7
1.14298,3,1,1,2140,cluster19
0.722585,6,3,0,11440,cluster2
0.722585,6,3,0,11440,cluster2
0.250233,6,0,0,19030,cluster17
0,4,0,1,17420,cluster11
0.700417,3,1,1,440,cluster3
0.649716,1,3,1,11130,cluster7
0.649716,1,3,1,11130,cluster7
0.947433,2,2,1,4040,cluster18
1.31437,2,3,1,8540,cluster8
0.722585,6,3,0,11440,cluster2
0.722585,6,3,0,11440,cluster2
0.639349,4,0,1,14350,cluster3
1.14298,3,1,1,2140,cluster19
0.649716,1,3,1,11130,cluster7
0.649716,1,3,1,11130,cluster7
0.700417,3,1,1,440,cluster3
0.947433,2,2,1,4040,cluster18
2.30183,4,2,1,5460,cluster4
0.423496,5,3,1,10540,cluster7
0.423496,5,3,1,10540,cluster7
0.423496,5,3,1,10540,cluster7
0.423496,5,3,1,10540,cluster7
0.281601,2,0,1,19510,cluster8
0.740616,3,1,1,520,cluster7
0.740616,3,1,1,520,cluster7
0,4,0,1,17260,cluster11
0.414183,1,0,1,23560,cluster15
0.414183,1,0,1,23560,cluster15
0.629501,2,1,1,0,cluster8
0.740616,3,1,1,520,cluster7
0.740616,3,1,1,520,cluster7
1.02163,6,3,0,11000,cluster2
1.02163,6,3,0,11000,cluster2
0.414183,1,0,1,23560,cluster15
0.414183,1,0,1,23560,cluster15
0.4537,4,0,1,19590,cluster8
0.347513,1,1,1,160,cluster15
0.347513,1,1,1,160,cluster15
0.414183,1,0,1,23560,cluster15
0.414183,1,0,1,23560,cluster15
0.347513,1,1,1,160,cluster15
0.347513,1,1,1,160,cluster15
0.034766,0,3,1,11220,cluster11
1.92058,5,3,1,10450,cluster15
1.92058,5,3,1,10450,cluster15
0.414183,1,0,1,23560,cluster15
0.414183,1,0,1,23560,cluster15
0.489682,1,1,1,30,cluster15
0.489682,1,1,1,30,cluster15
0.815368,6,1,0,1100,cluster7
0.815368,6,1,0,1100,cluster7
1.26812,1,0,1,15200,cluster8
1.40418,4,2,1,4500,cluster14
1.40418,4,2,1,4500,cluster14
0.489682,1,1,1,30,cluster15
0.489682,1,1,1,30,cluster15
2.08803,2,3,1,9300,cluster4
1.0894,2,2,1,4020,cluster18
1.40418,4,2,1,4500,cluster14
1.40418,4,2,1,4500,cluster14
0.815368,6,1,0,1100,cluster7
0.815368,6,1,0,1100,cluster7
0.254834,1,1,1,190,cluster15
0.254834,1,1,1,190,cluster15
1.50338,2,1,1,2140,cluster14
1.50338,2,1,1,2140,cluster14
0.489682,1,1,1,30,cluster15
0.489682,1,1,1,30,cluster15
0.471333,2,0,1,20230,cluster8
1.50338,2,1,1,2140,cluster14
1.50338,2,1,1,2140,cluster14
0.815368,6,1,0,1100,cluster7
0.815368,6,1,0,1100,cluster7
1.0894,2,2,1,4020,cluster18
1.50338,2,1,1,2140,cluster14
1.50338,2,1,1,2140,cluster14
0.489682,1,1,1,30,cluster15
0.489682,1,1,1,30,cluster15
2.08803,2,3,1,9300,cluster4
1.50338,2,1,1,2140,cluster14
1.50338,2,1,1,2140,cluster14
0.815368,6,1,0,1100,cluster7
0.815368,6,1,0,1100,cluster7
0.254834,1,1,1,190,cluster15
0.254834,1,1,1,190,cluster15
1.0894,2,2,1,4020,cluster18
0.727667,3,1,1,420,cluster7
0.727667,3,1,1,420,cluster7
0.489682,1,1,1,30,cluster15
0.489682,1,1,1,30,cluster15
1.50338,2,1,1,2140,cluster14
1.50338,2,1,1,2140,cluster14
0.7387,6,1,0,2050,cluster2
0.7387,6,1,0,2050,cluster2
0.530417,6,3,0,11410,cluster2
0.530417,6,3,0,11410,cluster2
0.254834,1,1,1,190,cluster15
0.254834,1,1,1,190,cluster15
1.59608,3,3,1,7040,cluster4
0.857834,6,3,0,10450,cluster2
0.857834,6,3,0,10450,cluster2
0.947433,2,2,1,4040,cluster18
0.530417,6,3,0,11410,cluster2
0.530417,6,3,0,11410,cluster2
0.2532,6,0,0,18520,cluster17
0.857834,6,3,0,10450,cluster2
0.857834,6,3,0,10450,cluster2
0.947433,2,2,1,4040,cluster18
0.064801,1,0,1,18460,cluster8
0.530417,6,3,0,11410,cluster2
0.530417,6,3,0,11410,cluster2
0.2532,6,0,0,18520,cluster17
1.59608,3,3,1,7040,cluster4
0.947433,2,2,1,4040,cluster18
0.857834,6,3,0,10450,cluster2
0.857834,6,3,0,10450,cluster2
0.69055,0,1,0,3490,cluster8
0.680333,1,1,1,290,cluster15
0.680333,1,1,1,290,cluster15
0.627783,5,1,1,270,cluster7
0.627783,5,1,1,270,cluster7
1.32462,3,1,1,1220,cluster5
0.364437,6,3,0,11150,cluster15
0.364437,6,3,0,11150,cluster15
1.46215,2,3,1,8270,cluster9
1.46215,2,3,1,8270,cluster9
0.916485,5,3,0,12090,cluster9
0.916485,5,3,0,12090,cluster9
1.4868,2,1,1,1440,cluster14
1.4868,2,1,1,1440,cluster14
0.915866,1,0,1,14470,cluster8
1.10473,5,1,0,2140,cluster3
0.364437,6,3,0,11150,cluster15
0.364437,6,3,0,11150,cluster15
2.14195,3,3,1,7200,cluster4
0.487684,0,0,0,15220,cluster15
0.487684,0,0,0,15220,cluster15
1.16333,5,1,0,2310,cluster3
0.916485,5,3,0,12090,cluster9
0.916485,5,3,0,12090,cluster9
0.925899,0,3,0,11180,cluster2
0.925899,0,3,0,11180,cluster2
1.4868,2,1,1,1440,cluster14
1.4868,2,1,1,1440,cluster14
1.17158,5,2,0,6150,cluster16
0.915866,1,0,1,14470,cluster8
1.21668,3,1,1,540,cluster11
1.10473,5,1,0,2140,cluster3
0.364437,6,3,0,11150,cluster15
0.364437,6,3,0,11150,cluster15
0.487684,0,0,0,15220,cluster15
0.487684,0,0,0,15220,cluster15
1.16333,5,1,0,2310,cluster3
2.14195,3,3,1,7200,cluster4
1.4868,2,1,1,1440,cluster14
1.4868,2,1,1,1440,cluster14
1.17158,5,2,0,6150,cluster16
1.10473,5,1,0,2140,cluster3
0.487684,0,0,0,15220,cluster15
0.487684,0,0,0,15220,cluster15
1.16333,5,1,0,2310,cluster3
2.14195,3,3,1,7200,cluster4
1.17158,5,2,0,6150,cluster16
1.57523,3,2,1,6340,cluster5
0.64925,1,3,1,10590,cluster7
0.64925,1,3,1,10590,cluster7
0.639349,4,0,1,14350,cluster3
0.64925,1,3,1,10590,cluster7
0.64925,1,3,1,10590,cluster7
1.14298,3,1,1,2140,cluster19
0.700417,3,1,1,440,cluster3
0.64925,1,3,1,10590,cluster7
0.64925,1,3,1,10590,cluster7
0.947433,2,2,1,4040,cluster18
0.639349,4,0,1,14350,cluster3
0.700417,3,1,1,440,cluster3
0.720649,1,0,1,16030,cluster8
0.947433,2,2,1,4040,cluster18
0.947433,2,2,1,4040,cluster18
0.639349,4,0,1,14350,cluster3
0.700417,3,1,1,440,cluster3
0,4,0,1,17590,cluster11
0.947433,2,2,1,4040,cluster18
0.650883,1,1,1,280,cluster15
0.650883,1,1,1,280,cluster15
0.347513,1,1,1,160,cluster15
0.347513,1,1,1,160,cluster15
1.02163,6,3,0,11000,cluster2
1.02163,6,3,0,11000,cluster2
1.92058,5,3,1,10450,cluster15
1.92058,5,3,1,10450,cluster15
0.347513,1,1,1,160,cluster15
0.347513,1,1,1,160,cluster15
1.02163,6,3,0,11000,cluster2
1.02163,6,3,0,11000,cluster2
0.6353,6,1,0,1200,cluster16
0.502897,1,3,1,11140,cluster7
0.502897,1,3,1,11140,cluster7
1.23153,4,2,1,5060,cluster14
1.23153,4,2,1,5060,cluster14
0.109383,6,3,0,11200,cluster11
1.92058,5,3,1,10450,cluster15
1.92058,5,3,1,10450,cluster15
0.347513,1,1,1,160,cluster15
0.347513,1,1,1,160,cluster15
1.0611,6,3,0,10590,cluster2
1.0611,6,3,0,10590,cluster2
0.659816,0,2,0,5130,cluster11
0.502897,1,3,1,11140,cluster7
0.502897,1,3,1,11140,cluster7
0.6353,6,1,0,1200,cluster16
1.92058,5,3,1,10450,cluster15
1.92058,5,3,1,10450,cluster15
1.0611,6,3,0,10590,cluster2
1.0611,6,3,0,10590,cluster2
0.926466,4,1,1,1160,cluster15
0.926466,4,1,1,1160,cluster15
0.347513,1,1,1,160,cluster15
0.347513,1,1,1,160,cluster15
2.07773,3,2,1,6280,cluster5
0.502897,1,3,1,11140,cluster7
0.502897,1,3,1,11140,cluster7
0.046384,0,3,1,11210,cluster11
0.659816,0,2,0,5130,cluster11
2.90023,3,2,1,6020,cluster19
0.727667,3,1,1,420,cluster7
0.727667,3,1,1,420,cluster7
1.0894,2,2,1,4020,cluster18
1.50338,2,1,1,2140,cluster14
1.50338,2,1,1,2140,cluster14
1.42845,5,3,0,12250,cluster9
1.42845,5,3,0,12250,cluster9
0.727667,3,1,1,420,cluster7
0.727667,3,1,1,420,cluster7
0.7387,6,1,0,2050,cluster2
0.7387,6,1,0,2050,cluster2
2.90023,3,2,1,6020,cluster19
1.50338,2,1,1,2140,cluster14
1.50338,2,1,1,2140,cluster14
0.552853,3,3,1,13510,cluster11
0.254834,1,1,1,190,cluster15
0.254834,1,1,1,190,cluster15
0.478383,2,1,1,2370,cluster11
0.727667,3,1,1,420,cluster7
0.727667,3,1,1,420,cluster7
1.42845,5,3,0,12250,cluster9
1.42845,5,3,0,12250,cluster9
0.7387,6,1,0,2050,cluster2
0.7387,6,1,0,2050,cluster2
1.0894,2,2,1,4020,cluster18
1.50338,2,1,1,2140,cluster14
1.50338,2,1,1,2140,cluster14
0.254834,1,1,1,190,cluster15
0.254834,1,1,1,190,cluster15
0.6879,6,1,0,2340,cluster2
0.6879,6,1,0,2340,cluster2
1.42845,5,3,0,12250,cluster9
1.42845,5,3,0,12250,cluster9
0.7387,6,1,0,2050,cluster2
0.7387,6,1,0,2050,cluster2
2.90023,3,2,1,6020,cluster19
1.50338,2,1,1,2140,cluster14
1.50338,2,1,1,2140,cluster14
0.943986,1,1,1,20,cluster15
0.943986,1,1,1,20,cluster15
0.254834,1,1,1,190,cluster15
0.254834,1,1,1,190,cluster15
0.910084,3,0,1,21130,cluster8
0.6879,6,1,0,2340,cluster2
0.6879,6,1,0,2340,cluster2
1.42845,5,3,0,12250,cluster9
1.42845,5,3,0,12250,cluster9
0.7387,6,1,0,2050,cluster2
0.7387,6,1,0,2050,cluster2
1.50338,2,1,1,2140,cluster14
1.50338,2,1,1,2140,cluster14
1.42845,5,3,0,12250,cluster9
1.42845,5,3,0,12250,cluster9
1.07427,2,2,1,4010,cluster18
1.04445,5,1,0,2210,cluster3
0.872317,6,1,0,1010,cluster7
0.872317,6,1,0,1010,cluster7
0.7387,6,1,0,2050,cluster2
0.7387,6,1,0,2050,cluster2
0.872317,6,1,0,1010,cluster7
0.872317,6,1,0,1010,cluster7
0.872317,6,1,0,1010,cluster7
0.872317,6,1,0,1010,cluster7
0.2532,6,0,0,18520,cluster17
0.738236,1,3,1,10230,cluster15
0.738236,1,3,1,10230,cluster15
0.947433,2,2,1,4040,cluster18
0.872317,6,1,0,1010,cluster7
0.872317,6,1,0,1010,cluster7
0.69055,0,1,0,3490,cluster8
0.738236,1,3,1,10230,cluster15
0.738236,1,3,1,10230,cluster15
0.680333,1,1,1,290,cluster15
0.680333,1,1,1,290,cluster15
0.209434,2,2,1,4250,cluster8
0.947433,2,2,1,4040,cluster18
0.680333,1,1,1,290,cluster15
0.680333,1,1,1,290,cluster15
2.09693,3,2,1,6350,cluster5
0.364437,6,3,0,11150,cluster15
0.364437,6,3,0,11150,cluster15
1.4868,2,1,1,1440,cluster14
1.4868,2,1,1,1440,cluster14
2.09693,3,2,1,6350,cluster5
1.10473,5,1,0,2140,cluster3
0.487684,0,0,0,15220,cluster15
0.487684,0,0,0,15220,cluster15
2.09693,3,2,1,6350,cluster5
1.25823,3,1,1,530,cluster3
1.4868,2,1,1,1440,cluster14
1.4868,2,1,1,1440,cluster14
1.17158,5,2,0,6150,cluster16
0.898967,2,3,1,9190,cluster8
1.10473,5,1,0,2140,cluster3
1.57523,3,2,1,6340,cluster5
1.17158,5,2,0,6150,cluster16
0,0,0,0,19360,cluster11
0.837651,3,1,1,390,cluster7
0.837651,3,1,1,390,cluster7
2.09693,3,2,1,6350,cluster5
1.25823,3,1,1,530,cluster3
0.320417,4,0,1,15550,cluster17
1.17158,5,2,0,6150,cluster16
0.890216,1,0,1,23490,cluster8
1.25823,3,1,1,530,cluster3
0.487684,0,0,0,15220,cluster15
0.487684,0,0,0,15220,cluster15
1.57523,3,2,1,6340,cluster5
1.4868,2,1,1,1440,cluster14
1.4868,2,1,1,1440,cluster14
0,4,3,1,11320,cluster11
1.04653,5,3,0,12180,cluster9
1.04653,5,3,0,12180,cluster9
1.10473,5,1,0,2140,cluster3
1.26005,2,1,1,2000,cluster14
1.26005,2,1,1,2000,cluster14
1.17158,5,2,0,6150,cluster16
1.57523,3,2,1,6340,cluster5
0.800367,6,1,0,60,cluster2
0.800367,6,1,0,60,cluster2
0.418951,6,2,0,5210,cluster8
0.800367,6,1,0,60,cluster2
0.800367,6,1,0,60,cluster2
0.700417,3,1,1,440,cluster3
0.390752,1,1,1,130,cluster15
0.390752,1,1,1,130,cluster15
0.390752,1,1,1,130,cluster15
0.390752,1,1,1,130,cluster15
0.390752,1,1,1,130,cluster15
0.390752,1,1,1,130,cluster15
0.558168,0,1,0,170,cluster8
1.97327,3,2,1,6390,cluster5
0.650883,1,1,1,280,cluster15
0.650883,1,1,1,280,cluster15
0.5368,6,1,0,2180,cluster2
0.5368,6,1,0,2180,cluster2
1.01217,1,0,1,16310,cluster17
0.5368,6,1,0,2180,cluster2
0.5368,6,1,0,2180,cluster2
0.335569,1,1,1,120,cluster15
0.335569,1,1,1,120,cluster15
0.650883,1,1,1,280,cluster15
0.650883,1,1,1,280,cluster15
0.5368,6,1,0,2180,cluster2
0.5368,6,1,0,2180,cluster2
1.97327,3,2,1,6390,cluster5
1.01217,1,0,1,16310,cluster17
0.5368,6,1,0,2180,cluster2
0.5368,6,1,0,2180,cluster2
0.5719,1,0,1,23310,cluster15
0.5719,1,0,1,23310,cluster15
0.650883,1,1,1,280,cluster15
0.650883,1,1,1,280,cluster15
1.01217,1,0,1,16310,cluster17
0.5719,1,0,1,23310,cluster15
0.5719,1,0,1,23310,cluster15
1.01217,1,0,1,16310,cluster17
1.0611,6,3,0,10590,cluster2
1.0611,6,3,0,10590,cluster2
1.25025,1,1,1,70,cluster2
1.25025,1,1,1,70,cluster2
1.92058,5,3,1,10450,cluster15
1.92058,5,3,1,10450,cluster15
0.347513,1,1,1,160,cluster15
0.347513,1,1,1,160,cluster15
0,0,0,0,19390,cluster11
0.6353,6,1,0,1200,cluster16
0.502897,1,3,1,11140,cluster7
0.502897,1,3,1,11140,cluster7
0.109383,6,3,0,11200,cluster11
1.92058,5,3,1,10450,cluster15
1.92058,5,3,1,10450,cluster15
0.947433,2,2,1,4040,cluster18
0.926466,4,1,1,1160,cluster15
0.926466,4,1,1,1160,cluster15
0.347513,1,1,1,160,cluster15
0.347513,1,1,1,160,cluster15
2.07773,3,2,1,6280,cluster5
0.502897,1,3,1,11140,cluster7
0.502897,1,3,1,11140,cluster7
1.92058,5,3,1,10450,cluster15
1.92058,5,3,1,10450,cluster15
0.947433,2,2,1,4040,cluster18
0.347513,1,1,1,160,cluster15
0.347513,1,1,1,160,cluster15
0.6353,6,1,0,1200,cluster16
0.502897,1,3,1,11140,cluster7
0.502897,1,3,1,11140,cluster7
1.92058,5,3,1,10450,cluster15
1.92058,5,3,1,10450,cluster15
2.07773,3,2,1,6280,cluster5
1.0894,2,2,1,4020,cluster18
0.270306,4,1,1,1310,cluster11
0.6879,6,1,0,2340,cluster2
0.6879,6,1,0,2340,cluster2
1.42845,5,3,0,12250,cluster9
1.42845,5,3,0,12250,cluster9
2.90023,3,2,1,6020,cluster19
0.662516,4,0,1,14390,cluster3
1.42845,5,3,0,12250,cluster9
1.42845,5,3,0,12250,cluster9
0.6879,6,1,0,2340,cluster2
0.6879,6,1,0,2340,cluster2
0.915749,0,3,0,11150,cluster2
0.915749,0,3,0,11150,cluster2
1.07427,2,2,1,4010,cluster18
1.0894,2,2,1,4020,cluster18
0.662516,4,0,1,14390,cluster3
0.6376,1,0,1,16080,cluster17
1.04445,5,1,0,2210,cluster3
0.13002,1,0,1,20530,cluster11
0.6879,6,1,0,2340,cluster2
