@relation 1train-c-weka.filters.unsupervised.attribute.Remove-R6-7

@attribute refinedUse numeric
@attribute ' dow' {0,1,2,3,4,5,6}
@attribute ' phase' {0,1,2,3}
@attribute ' dType' {0,1}
@attribute ' Time' numeric
@attribute ' Cluster' {cluster8,cluster13,cluster7,cluster11,cluster6,cluster4,cluster1,cluster19,cluster10,cluster0,cluster16,cluster2,cluster3,cluster5,cluster15,cluster17,cluster18,cluster9,cluster14,cluster12}

@data
1.5298,1,0,1,16370,cluster17
1.04583,5,3,0,12270,cluster9
1.04583,5,3,0,12270,cluster9
0.37462,1,1,1,140,cluster15
0.37462,1,1,1,140,cluster15
0.803467,2,2,1,4050,cluster18
1.15272,3,1,1,2130,cluster19
0.4396,6,1,0,1140,cluster16
1.07427,2,2,1,4010,cluster18
0.676383,6,1,0,1180,cluster16
0.413718,0,1,0,1090,cluster2
0.413718,0,1,0,1090,cluster2
0.333167,6,0,0,18440,cluster17
0.803467,2,2,1,4050,cluster18
0.37462,1,1,1,140,cluster15
0.37462,1,1,1,140,cluster15
0,5,0,1,21190,cluster11
0.8463,5,3,1,11320,cluster16
2.07325,5,3,1,10340,cluster15
2.07325,5,3,1,10340,cluster15
1.07427,2,2,1,4010,cluster18
0.803467,2,2,1,4050,cluster18
0.333167,6,0,0,18440,cluster17
0.490416,5,1,1,1330,cluster7
0.490416,5,1,1,1330,cluster7
0.37462,1,1,1,140,cluster15
0.37462,1,1,1,140,cluster15
1.86277,3,3,1,7240,cluster19
0.8463,5,3,1,11320,cluster16
0.36698,1,0,1,16470,cluster17
0.683033,4,2,1,4390,cluster14
0.683033,4,2,1,4390,cluster14
0.8463,5,3,1,11320,cluster16
0.97395,2,2,1,4030,cluster18
0.683033,4,2,1,4390,cluster14
0.683033,4,2,1,4390,cluster14
0,4,3,1,10270,cluster11
1.86277,3,3,1,7240,cluster19
0.8463,5,3,1,11320,cluster16
1.14699,3,1,1,2180,cluster19
0.36698,1,0,1,16470,cluster17
0.394891,2,1,1,420,cluster8
0.8463,5,3,1,11320,cluster16
0.559334,4,1,1,1290,cluster15
0.559334,4,1,1,1290,cluster15
0.36698,1,0,1,16470,cluster17
0.97395,2,2,1,4030,cluster18
0.238783,5,1,0,1230,cluster11
1.14699,3,1,1,2180,cluster19
0.97395,2,2,1,4030,cluster18
0.803467,2,2,1,4050,cluster18
0.683803,6,0,0,16150,cluster3
0.218651,0,3,0,11260,cluster16
0.116799,6,0,0,18490,cluster17
0.803467,2,2,1,4050,cluster18
0.683803,6,0,0,16150,cluster3
1.50855,2,3,1,8260,cluster9
1.50855,2,3,1,8260,cluster9
0.752884,6,1,0,1580,cluster2
0.752884,6,1,0,1580,cluster2
0.218651,0,3,0,11260,cluster16
0.116799,6,0,0,18490,cluster17
1.50855,2,3,1,8260,cluster9
1.50855,2,3,1,8260,cluster9
0.095316,2,0,1,20400,cluster8
1.35167,3,1,1,450,cluster11
1.50855,2,3,1,8260,cluster9
1.50855,2,3,1,8260,cluster9
0.683803,6,0,0,16150,cluster3
1.50855,2,3,1,8260,cluster9
1.50855,2,3,1,8260,cluster9
1.67473,4,2,1,5350,cluster4
1.50855,2,3,1,8260,cluster9
1.50855,2,3,1,8260,cluster9
1.67473,4,2,1,5350,cluster4
2.01395,2,3,1,10000,cluster4
0,0,0,1,22450,cluster11
1.67473,4,2,1,5350,cluster4
0.338918,0,1,0,570,cluster2
0.338918,0,1,0,570,cluster2
1.5149,4,1,1,2560,cluster5
0.803467,2,2,1,4050,cluster18
1.5037,3,1,1,1250,cluster5
1.10553,3,1,1,250,cluster2
1.10553,3,1,1,250,cluster2
0.4638,4,3,1,13280,cluster8
0.34735,1,1,1,490,cluster2
0.34735,1,1,1,490,cluster2
0.38995,3,0,1,18430,cluster8
1.40702,6,0,0,16490,cluster11
1.17048,5,2,0,6160,cluster16
2.01395,2,3,1,10000,cluster4
1.07427,2,2,1,4010,cluster18
0.171817,4,0,1,16000,cluster17
0,5,0,1,21200,cluster11
1.10553,3,1,1,250,cluster2
1.10553,3,1,1,250,cluster2
2.36038,4,2,1,6310,cluster4
0.455233,4,0,1,19560,cluster8
0.338918,0,1,0,570,cluster2
0.338918,0,1,0,570,cluster2
0.47167,6,3,0,10520,cluster7
0.47167,6,3,0,10520,cluster7
1.17048,5,2,0,6160,cluster16
1.07427,2,2,1,4010,cluster18
1.04317,3,3,1,13490,cluster2
1.04317,3,3,1,13490,cluster2
0.4638,4,3,1,13280,cluster8
1.10553,3,1,1,250,cluster2
1.10553,3,1,1,250,cluster2
2.36038,4,2,1,6310,cluster4
1.17048,5,2,0,6160,cluster16
0.47167,6,3,0,10520,cluster7
0.47167,6,3,0,10520,cluster7
2.36038,4,2,1,6310,cluster4
1.07427,2,2,1,4010,cluster18
1.17048,5,2,0,6160,cluster16
1.13788,5,1,0,2400,cluster3
2.36038,4,2,1,6310,cluster4
0,6,0,0,19120,cluster11
1.92416,1,3,1,10270,cluster15
1.92416,1,3,1,10270,cluster15
1.92416,1,3,1,10270,cluster15
1.92416,1,3,1,10270,cluster15
0.77415,6,1,0,1570,cluster2
0.77415,6,1,0,1570,cluster2
1.92416,1,3,1,10270,cluster15
1.92416,1,3,1,10270,cluster15
0.322866,6,2,0,5010,cluster8
0.218651,0,3,0,11260,cluster16
1.92416,1,3,1,10270,cluster15
1.92416,1,3,1,10270,cluster15
0.483556,6,3,0,10500,cluster7
0.483556,6,3,0,10500,cluster7
0.884234,5,3,0,12350,cluster8
0.97395,2,2,1,4030,cluster18
0.803467,2,2,1,4050,cluster18
0.97395,2,2,1,4030,cluster18
0.856066,4,1,1,1100,cluster15
0.856066,4,1,1,1100,cluster15
0.218651,0,3,0,11260,cluster16
0.45045,5,0,1,14030,cluster8
0.483556,6,3,0,10500,cluster7
0.483556,6,3,0,10500,cluster7
0.856066,4,1,1,1100,cluster15
0.856066,4,1,1,1100,cluster15
0.803467,2,2,1,4050,cluster18
2.24003,3,2,1,6250,cluster5
0.210882,0,2,0,5080,cluster11
0.806634,5,2,0,6220,cluster16
1.04583,5,3,0,12270,cluster9
1.04583,5,3,0,12270,cluster9
0.676383,6,1,0,1180,cluster16
0.4396,6,1,0,1140,cluster16
2.05718,2,3,1,9120,cluster4
2.24003,3,2,1,6250,cluster5
0.413718,0,1,0,1090,cluster2
0.413718,0,1,0,1090,cluster2
0.803467,2,2,1,4050,cluster18
0.806634,5,2,0,6220,cluster16
1.0714,6,3,0,10530,cluster2
1.0714,6,3,0,10530,cluster2
2.07325,5,3,1,10340,cluster15
2.07325,5,3,1,10340,cluster15
0.947433,2,2,1,4040,cluster18
0.676383,6,1,0,1180,cluster16
1.51068,1,0,1,16360,cluster17
2.05718,2,3,1,9120,cluster4
0.803467,2,2,1,4050,cluster18
0.4396,6,1,0,1140,cluster16
0.806634,5,2,0,6220,cluster16
0.413718,0,1,0,1090,cluster2
0.413718,0,1,0,1090,cluster2
2.05718,2,3,1,9120,cluster4
1.0714,6,3,0,10530,cluster2
1.0714,6,3,0,10530,cluster2
0.8463,5,3,1,11320,cluster16
2.07325,5,3,1,10340,cluster15
2.07325,5,3,1,10340,cluster15
0.947433,2,2,1,4040,cluster18
1.51068,1,0,1,16360,cluster17
0.803467,2,2,1,4050,cluster18
1.02222,5,3,1,10470,cluster15
1.02222,5,3,1,10470,cluster15
0.8463,5,3,1,11320,cluster16
1.02222,5,3,1,10470,cluster15
1.02222,5,3,1,10470,cluster15
1.02222,5,3,1,10470,cluster15
1.02222,5,3,1,10470,cluster15
1.14699,3,1,1,2180,cluster19
1.02222,5,3,1,10470,cluster15
1.02222,5,3,1,10470,cluster15
0.8463,5,3,1,11320,cluster16
0,3,1,1,510,cluster3
1.69578,4,0,1,15530,cluster17
0.559334,4,1,1,1290,cluster15
0.559334,4,1,1,1290,cluster15
1.02222,5,3,1,10470,cluster15
1.02222,5,3,1,10470,cluster15
0.97395,2,2,1,4030,cluster18
1.09553,1,0,1,21000,cluster8
1.14699,3,1,1,2180,cluster19
0.649183,6,0,0,15560,cluster8
0.188632,3,3,1,9350,cluster11
0.205799,3,1,1,1020,cluster11
0.559334,4,1,1,1290,cluster15
0.559334,4,1,1,1290,cluster15
1.70627,2,0,1,15150,cluster8
1.14699,3,1,1,2180,cluster19
0.84955,1,0,1,20280,cluster8
0.803467,2,2,1,4050,cluster18
0.116799,6,0,0,18490,cluster17
0.218651,0,3,0,11260,cluster16
0.683803,6,0,0,16150,cluster3
0.116799,6,0,0,18490,cluster17
0.803467,2,2,1,4050,cluster18
0.200284,2,0,1,21350,cluster8
0.683803,6,0,0,16150,cluster3
0.218651,0,3,0,11260,cluster16
1.67473,4,2,1,5350,cluster4
0.803467,2,2,1,4050,cluster18
0.907582,5,2,0,6070,cluster9
0.907582,5,2,0,6070,cluster9
0.116799,6,0,0,18490,cluster17
1.67473,4,2,1,5350,cluster4
0.683803,6,0,0,16150,cluster3
0.907582,5,2,0,6070,cluster9
0.907582,5,2,0,6070,cluster9
2.47582,3,0,1,14380,cluster8
0.803467,2,2,1,4050,cluster18
0.907582,5,2,0,6070,cluster9
0.907582,5,2,0,6070,cluster9
2.01395,2,3,1,10000,cluster4
2.05543,3,3,1,7040,cluster19
2.05543,3,3,1,7040,cluster19
0.338918,0,1,0,570,cluster2
0.338918,0,1,0,570,cluster2
0.47167,6,3,0,10520,cluster7
0.47167,6,3,0,10520,cluster7
2.05543,3,3,1,7040,cluster19
1.07427,2,2,1,4010,cluster18
0.991683,4,1,1,2520,cluster9
0.991683,4,1,1,2520,cluster9
1.17048,5,2,0,6160,cluster16
0.803467,2,2,1,4050,cluster18
1.13788,5,1,0,2400,cluster3
0.325984,6,3,0,11580,cluster17
0.47167,6,3,0,10520,cluster7
0.47167,6,3,0,10520,cluster7
0.25395,1,1,1,1470,cluster11
1.17048,5,2,0,6160,cluster16
2.01395,2,3,1,10000,cluster4
1.07427,2,2,1,4010,cluster18
0.991683,4,1,1,2520,cluster9
0.991683,4,1,1,2520,cluster9
0,0,2,0,4340,cluster11
1.13788,5,1,0,2400,cluster3
1.17048,5,2,0,6160,cluster16
0.249317,3,3,1,8470,cluster8
0.247267,6,0,0,19010,cluster17
0.25395,1,1,1,1470,cluster11
0.410184,1,0,1,23470,cluster15
0.410184,1,0,1,23470,cluster15
0.47167,6,3,0,10520,cluster7
0.47167,6,3,0,10520,cluster7
0.991683,4,1,1,2520,cluster9
0.991683,4,1,1,2520,cluster9
1.71232,3,2,1,6590,cluster4
0.410184,1,0,1,23470,cluster15
0.410184,1,0,1,23470,cluster15
1.07427,2,2,1,4010,cluster18
0,0,2,0,4340,cluster11
1.36368,1,0,1,17100,cluster17
1.13788,5,1,0,2400,cluster3
0.410184,1,0,1,23470,cluster15
0.410184,1,0,1,23470,cluster15
0.991683,4,1,1,2520,cluster9
0.991683,4,1,1,2520,cluster9
1.71232,3,2,1,6590,cluster4
1.71232,3,2,1,6590,cluster4
1.92416,1,3,1,10270,cluster15
1.92416,1,3,1,10270,cluster15
0.97395,2,2,1,4030,cluster18
0.856066,4,1,1,1100,cluster15
0.856066,4,1,1,1100,cluster15
0.97395,2,2,1,4030,cluster18
1.59608,3,3,1,7040,cluster4
0.218651,0,3,0,11260,cluster16
1.76782,3,3,1,7380,cluster4
0.93275,5,3,0,12340,cluster8
0.97395,2,2,1,4030,cluster18
0.427368,5,3,1,10520,cluster7
0.427368,5,3,1,10520,cluster7
0.803467,2,2,1,4050,cluster18
1.76782,3,3,1,7380,cluster4
0.210882,0,2,0,5080,cluster11
0.704999,1,1,1,1200,cluster2
0.704999,1,1,1,1200,cluster2
0.218651,0,3,0,11260,cluster16
0.97395,2,2,1,4030,cluster18
0.427368,5,3,1,10520,cluster7
0.427368,5,3,1,10520,cluster7
1.76782,3,3,1,7380,cluster4
0.803467,2,2,1,4050,cluster18
0.704999,1,1,1,1200,cluster2
0.704999,1,1,1,1200,cluster2
0.218651,0,3,0,11260,cluster16
0.676383,6,1,0,1180,cluster16
2.24003,3,2,1,6250,cluster5
0.806634,5,2,0,6220,cluster16
0.4396,6,1,0,1140,cluster16
2.05718,2,3,1,9120,cluster4
0.789866,6,1,0,510,cluster2
0.789866,6,1,0,510,cluster2
0.568401,6,0,0,15240,cluster8
0.489904,4,0,1,14060,cluster8
2.07325,5,3,1,10340,cluster15
2.07325,5,3,1,10340,cluster15
2.05718,2,3,1,9120,cluster4
1.0714,6,3,0,10530,cluster2
1.0714,6,3,0,10530,cluster2
0.676383,6,1,0,1180,cluster16
1.51068,1,0,1,16360,cluster17
1.30923,5,1,0,2100,cluster3
0.4396,6,1,0,1140,cluster16
0.32692,2,1,1,1040,cluster2
0.32692,2,1,1,1040,cluster2
0.947433,2,2,1,4040,cluster18
2.24003,3,2,1,6250,cluster5
2.05718,2,3,1,9120,cluster4
0.806634,5,2,0,6220,cluster16
1.30923,5,1,0,2100,cluster3
0.803467,2,2,1,4050,cluster18
1.51068,1,0,1,16360,cluster17
0.32692,2,1,1,1040,cluster2
0.32692,2,1,1,1040,cluster2
0.287174,2,1,1,370,cluster8
0.4396,6,1,0,1140,cluster16
0.8463,5,3,1,11320,cluster16
1.0714,6,3,0,10530,cluster2
1.0714,6,3,0,10530,cluster2
0.25328,2,1,1,1080,cluster11
0,3,1,1,510,cluster3
1.36915,0,0,1,16440,cluster17
0.693284,1,2,1,5350,cluster11
0.559334,4,1,1,1290,cluster15
0.559334,4,1,1,1290,cluster15
1.36915,0,0,1,16440,cluster17
2.35003,0,3,0,9510,cluster19
1.26608,5,1,0,1510,cluster11
0.650033,0,1,0,130,cluster8
1.36915,0,0,1,16440,cluster17
0.351533,1,1,1,420,cluster8
0.25328,2,1,1,1080,cluster11
1.36915,0,0,1,16440,cluster17
2.35003,0,3,0,9510,cluster19
0.178183,0,0,0,21420,cluster8
0,3,1,1,510,cluster3
0,3,1,1,510,cluster3
0.079234,0,0,0,14390,cluster11
0.559334,4,1,1,1290,cluster15
0.559334,4,1,1,1290,cluster15
1.22542,3,1,1,2060,cluster5
1.15305,3,1,1,2170,cluster19
1.37133,0,0,1,16430,cluster17
2.16637,3,2,1,6090,cluster19
0.559334,4,1,1,1290,cluster15
0.559334,4,1,1,1290,cluster15
1.37133,0,0,1,16430,cluster17
1.0894,2,2,1,4020,cluster18
1.21623,1,0,1,16150,cluster17
0.514286,4,3,1,13480,cluster3
1.06542,5,1,0,2250,cluster3
1.22542,3,1,1,2060,cluster5
2.16637,3,2,1,6090,cluster19
1.0894,2,2,1,4020,cluster18
0.218651,0,3,0,11260,cluster16
1.22542,3,1,1,2060,cluster5
0.803467,2,2,1,4050,cluster18
2.16637,3,2,1,6090,cluster19
1.0894,2,2,1,4020,cluster18
1.54742,3,1,1,440,cluster11
0.218651,0,3,0,11260,cluster16
0.231524,1,0,1,16410,cluster17
0.803467,2,2,1,4050,cluster18
1.36158,3,1,1,430,cluster11
2.22505,0,3,0,9430,cluster19
0.680138,4,1,1,280,cluster2
0.680138,4,1,1,280,cluster2
0.803467,2,2,1,4050,cluster18
0.907582,5,2,0,6070,cluster9
0.907582,5,2,0,6070,cluster9
1.88243,3,2,1,6500,cluster4
1.2614,2,1,1,2010,cluster14
1.2614,2,1,1,2010,cluster14
0.907582,5,2,0,6070,cluster9
0.907582,5,2,0,6070,cluster9
1.69403,4,2,1,5340,cluster4
0.338918,0,1,0,570,cluster2
0.338918,0,1,0,570,cluster2
0.803467,2,2,1,4050,cluster18
0.907582,5,2,0,6070,cluster9
0.907582,5,2,0,6070,cluster9
1.47277,2,1,1,1410,cluster14
1.47277,2,1,1,1410,cluster14
2.01395,2,3,1,10000,cluster4
0.04718,6,0,0,23530,cluster11
0.247267,6,0,0,19010,cluster17
1.36368,1,0,1,17100,cluster17
0.338918,0,1,0,570,cluster2
0.338918,0,1,0,570,cluster2
0.47167,6,3,0,10520,cluster7
0.47167,6,3,0,10520,cluster7
0.410184,1,0,1,23470,cluster15
0.410184,1,0,1,23470,cluster15
0.650084,6,1,0,1470,cluster2
0.650084,6,1,0,1470,cluster2
1.47277,2,1,1,1410,cluster14
1.47277,2,1,1,1410,cluster14
1.07427,2,2,1,4010,cluster18
1.54395,2,3,1,9430,cluster4
0,6,0,0,16390,cluster11
1.13788,5,1,0,2400,cluster3
0.991683,4,1,1,2520,cluster9
0.991683,4,1,1,2520,cluster9
0.410184,1,0,1,23470,cluster15
0.410184,1,0,1,23470,cluster15
0,6,0,0,19110,cluster11
0.660216,4,0,1,14310,cluster3
0.410184,1,0,1,23470,cluster15
0.410184,1,0,1,23470,cluster15
0.338918,0,1,0,570,cluster2
0.338918,0,1,0,570,cluster2
2.05388,3,3,1,7030,cluster19
0.247267,6,0,0,19010,cluster17
1.47277,2,1,1,1410,cluster14
1.47277,2,1,1,1410,cluster14
0.47167,6,3,0,10520,cluster7
0.47167,6,3,0,10520,cluster7
1.54395,2,3,1,9430,cluster4
1.71232,3,2,1,6590,cluster4
1.07427,2,2,1,4010,cluster18
0.991683,4,1,1,2520,cluster9
0.991683,4,1,1,2520,cluster9
0.410184,1,0,1,23470,cluster15
0.410184,1,0,1,23470,cluster15
1.13788,5,1,0,2400,cluster3
0.123906,5,2,1,6070,cluster11
0.660216,4,0,1,14310,cluster3
0,4,0,1,21000,cluster11
0.247267,6,0,0,19010,cluster17
1.54395,2,3,1,9430,cluster4
0.410184,1,0,1,23470,cluster15
0.410184,1,0,1,23470,cluster15
0.991683,4,1,1,2520,cluster9
0.991683,4,1,1,2520,cluster9
1.71232,3,2,1,6590,cluster4
0.457567,6,1,0,1260,cluster7
0.457567,6,1,0,1260,cluster7
0.660216,4,0,1,14310,cluster3
0.97395,2,2,1,4030,cluster18
0.427368,5,3,1,10520,cluster7
0.427368,5,3,1,10520,cluster7
1.0894,2,2,1,4020,cluster18
1.76782,3,3,1,7380,cluster4
0.634567,4,0,1,14210,cluster3
0.81255,5,3,0,12330,cluster8
1.22542,3,1,1,2060,cluster5
0.704999,1,1,1,1200,cluster2
0.704999,1,1,1,1200,cluster2
0.803467,2,2,1,4050,cluster18
0.427368,5,3,1,10520,cluster7
0.427368,5,3,1,10520,cluster7
0.97395,2,2,1,4030,cluster18
1.76782,3,3,1,7380,cluster4
1.0894,2,2,1,4020,cluster18
0.178136,2,1,1,1260,cluster8
0.634567,4,0,1,14210,cluster3
0.704999,1,1,1,1200,cluster2
0.704999,1,1,1,1200,cluster2
0.803467,2,2,1,4050,cluster18
0.427368,5,3,1,10520,cluster7
0.427368,5,3,1,10520,cluster7
1.76782,3,3,1,7380,cluster4
0.789866,6,1,0,510,cluster2
0.789866,6,1,0,510,cluster2
0.803467,2,2,1,4050,cluster18
0,4,0,1,18120,cluster11
1.30923,5,1,0,2100,cluster3
0.676383,6,1,0,1180,cluster16
0.32692,2,1,1,1040,cluster2
0.32692,2,1,1,1040,cluster2
0.254151,3,3,1,8580,cluster8
0.32692,2,1,1,1040,cluster2
0.32692,2,1,1,1040,cluster2
2.24003,3,2,1,6250,cluster5
0.4396,6,1,0,1140,cluster16
0.32692,2,1,1,1040,cluster2
0.32692,2,1,1,1040,cluster2
0.947433,2,2,1,4040,cluster18
0.806634,5,2,0,6220,cluster16
0.426084,5,1,0,1250,cluster11
0.789866,6,1,0,510,cluster2
0.789866,6,1,0,510,cluster2
0.4396,6,1,0,1140,cluster16
0.32692,2,1,1,1040,cluster2
0.32692,2,1,1,1040,cluster2
0.803467,2,2,1,4050,cluster18
1.66362,4,2,1,6160,cluster4
0.4396,6,1,0,1140,cluster16
0.692033,3,0,1,14320,cluster8
0.676383,6,1,0,1180,cluster16
0.305629,2,1,1,1030,cluster2
0.305629,2,1,1,1030,cluster2
1.0714,6,3,0,10530,cluster2
1.0714,6,3,0,10530,cluster2
0.2037,6,1,0,2310,cluster11
0,6,0,0,20080,cluster11
0.49918,4,0,1,14020,cluster8
1.24975,4,1,1,2580,cluster5
0.305629,2,1,1,1030,cluster2
0.305629,2,1,1,1030,cluster2
0.947433,2,2,1,4040,cluster18
1.24975,4,1,1,2580,cluster5
1.24975,4,1,1,2580,cluster5
1.70095,1,0,1,15340,cluster8
0.079234,0,0,0,14390,cluster11
1.15305,3,1,1,2170,cluster19
0.514286,4,3,1,13480,cluster3
0.079234,0,0,0,14390,cluster11
1.21623,1,0,1,16150,cluster17
0.2611,6,0,0,18590,cluster17
2.4324,0,3,0,9520,cluster19
1.15305,3,1,1,2170,cluster19
0.514286,4,3,1,13480,cluster3
1.03298,1,0,1,17800,cluster8
1.21623,1,0,1,16150,cluster17
0.2611,6,0,0,18590,cluster17
0.277649,6,0,0,15440,cluster8
1.63923,2,3,1,10390,cluster4
0.514286,4,3,1,13480,cluster3
2.4324,0,3,0,9520,cluster19
1.21623,1,0,1,16150,cluster17
0.2611,6,0,0,18590,cluster17
2.76247,2,3,1,10380,cluster4
0.514286,4,3,1,13480,cluster3
2.4324,0,3,0,9520,cluster19
1.06542,5,1,0,2250,cluster3
1.21623,1,0,1,16150,cluster17
1.22542,3,1,1,2060,cluster5
2.76247,2,3,1,10380,cluster4
0.2611,6,0,0,18590,cluster17
2.16637,3,2,1,6090,cluster19
1.21623,1,0,1,16150,cluster17
1.33322,4,2,1,4380,cluster14
1.33322,4,2,1,4380,cluster14
1.0894,2,2,1,4020,cluster18
1.06542,5,1,0,2250,cluster3
1.22542,3,1,1,2060,cluster5
0.680138,4,1,1,280,cluster2
0.680138,4,1,1,280,cluster2
1.0894,2,2,1,4020,cluster18
0.803467,2,2,1,4050,cluster18
1.06542,5,1,0,2250,cluster3
0.267933,1,1,1,1520,cluster11
0.531684,4,0,1,15110,cluster8
0.680138,4,1,1,280,cluster2
0.680138,4,1,1,280,cluster2
1.36878,0,0,1,16400,cluster17
0.803467,2,2,1,4050,cluster18
1.36878,0,0,1,16400,cluster17
2.00887,1,3,1,10280,cluster16
1.69403,4,2,1,5340,cluster4
2.00887,1,3,1,10280,cluster16
1.36878,0,0,1,16400,cluster17
0.907582,5,2,0,6070,cluster9
0.907582,5,2,0,6070,cluster9
1.36878,0,0,1,16400,cluster17
0.808453,3,3,1,12350,cluster8
1.36878,0,0,1,16400,cluster17
0.907582,5,2,0,6070,cluster9
0.907582,5,2,0,6070,cluster9
0.248217,2,0,1,20230,cluster8
0.907582,5,2,0,6070,cluster9
0.907582,5,2,0,6070,cluster9
0.650084,6,1,0,1470,cluster2
0.650084,6,1,0,1470,cluster2
0.86214,3,0,1,16100,cluster3
1.0555,5,3,0,12240,cluster9
1.0555,5,3,0,12240,cluster9
0.86214,3,0,1,16100,cluster3
1.07427,2,2,1,4010,cluster18
1.10082,4,2,1,4310,cluster14
1.10082,4,2,1,4310,cluster14
0.817017,3,0,1,23510,cluster8
0.410184,1,0,1,23470,cluster15
0.410184,1,0,1,23470,cluster15
1.13788,5,1,0,2400,cluster3
1.0555,5,3,0,12240,cluster9
1.0555,5,3,0,12240,cluster9
0.429869,1,0,1,15470,cluster8
0.410184,1,0,1,23470,cluster15
0.410184,1,0,1,23470,cluster15
0.650084,6,1,0,1470,cluster2
0.650084,6,1,0,1470,cluster2
1.54395,2,3,1,9430,cluster4
0.644817,4,0,1,14340,cluster3
0.679716,1,1,1,330,cluster15
0.679716,1,1,1,330,cluster15
0.617901,6,0,0,15120,cluster8
1.07427,2,2,1,4010,cluster18
0.327,3,0,1,16090,cluster3
0.991683,4,1,1,2520,cluster9
0.991683,4,1,1,2520,cluster9
1.71232,3,2,1,6590,cluster4
1.13788,5,1,0,2400,cluster3
1.10082,4,2,1,4310,cluster14
1.10082,4,2,1,4310,cluster14
0.679716,1,1,1,330,cluster15
0.679716,1,1,1,330,cluster15
0.327,3,0,1,16090,cluster3
0.457567,6,1,0,1260,cluster7
0.457567,6,1,0,1260,cluster7
0.62175,3,0,1,20510,cluster8
0.247267,6,0,0,19010,cluster17
1.10082,4,2,1,4310,cluster14
1.10082,4,2,1,4310,cluster14
0.429869,1,0,1,15470,cluster8
0.660216,4,0,1,14310,cluster3
1.13788,5,1,0,2400,cluster3
1.54395,2,3,1,9430,cluster4
0.644817,4,0,1,14340,cluster3
0.679716,1,1,1,330,cluster15
0.679716,1,1,1,330,cluster15
0.247267,6,0,0,19010,cluster17
0.991683,4,1,1,2520,cluster9
0.991683,4,1,1,2520,cluster9
1.71232,3,2,1,6590,cluster4
0.817017,3,0,1,23510,cluster8
0.457567,6,1,0,1260,cluster7
0.457567,6,1,0,1260,cluster7
0.660216,4,0,1,14310,cluster3
1.71232,3,2,1,6590,cluster4
1.22542,3,1,1,2060,cluster5
0.97395,2,2,1,4030,cluster18
1.0894,2,2,1,4020,cluster18
0.634567,4,0,1,14210,cluster3
0.704999,1,1,1,1200,cluster2
0.704999,1,1,1,1200,cluster2
1.22542,3,1,1,2060,cluster5
0.427368,5,3,1,10520,cluster7
0.427368,5,3,1,10520,cluster7
0.369987,1,0,1,16200,cluster8
1.76782,3,3,1,7380,cluster4
0.97395,2,2,1,4030,cluster18
0.890416,1,3,1,9340,cluster8
0.803467,2,2,1,4050,cluster18
1.0894,2,2,1,4020,cluster18
0.704999,1,1,1,1200,cluster2
0.704999,1,1,1,1200,cluster2
0,5,3,1,12040,cluster11
0.634567,4,0,1,14210,cluster3
0.427368,5,3,1,10520,cluster7
0.427368,5,3,1,10520,cluster7
0.17635,3,2,1,5420,cluster8
1.22542,3,1,1,2060,cluster5
0.140666,3,0,1,15520,cluster11
2.00887,1,3,1,10280,cluster16
2.19252,3,3,1,7030,cluster4
2.00887,1,3,1,10280,cluster16
0.806634,5,2,0,6220,cluster16
1.66362,4,2,1,6160,cluster4
0.305629,2,1,1,1030,cluster2
0.305629,2,1,1,1030,cluster2
2.24003,3,2,1,6250,cluster5
0.806634,5,2,0,6220,cluster16
0.644301,4,0,1,14290,cluster3
1.0714,6,3,0,10530,cluster2
1.0714,6,3,0,10530,cluster2
0.789866,6,1,0,510,cluster2
0.789866,6,1,0,510,cluster2
0.970568,5,3,0,12080,cluster9
0.970568,5,3,0,12080,cluster9
1.66362,4,2,1,6160,cluster4
0.420833,5,1,0,2340,cluster3
0.947433,2,2,1,4040,cluster18
0.806634,5,2,0,6220,cluster16
0.935233,3,3,1,13410,cluster2
0.935233,3,3,1,13410,cluster2
0.754283,5,0,1,14430,cluster8
0.789866,6,1,0,510,cluster2
0.789866,6,1,0,510,cluster2
0.644301,4,0,1,14290,cluster3
0.414817,1,0,1,23450,cluster15
0.414817,1,0,1,23450,cluster15
1.66362,4,2,1,6160,cluster4
0.970568,5,3,0,12080,cluster9
0.970568,5,3,0,12080,cluster9
1.22425,4,1,1,2420,cluster5
1.32063,5,1,0,2060,cluster3
0.420833,5,1,0,2340,cluster3
0.414817,1,0,1,23450,cluster15
0.414817,1,0,1,23450,cluster15
0.947433,2,2,1,4040,cluster18
0.644301,4,0,1,14290,cluster3
0.970568,5,3,0,12080,cluster9
0.970568,5,3,0,12080,cluster9
2.4324,0,3,0,9520,cluster19
0.514286,4,3,1,13480,cluster3
0.0212,0,0,0,19520,cluster11
1.33322,4,2,1,4380,cluster14
1.33322,4,2,1,4380,cluster14
2.4324,0,3,0,9520,cluster19
0.514286,4,3,1,13480,cluster3
1.04703,1,0,1,17600,cluster8
1.33322,4,2,1,4380,cluster14
1.33322,4,2,1,4380,cluster14
0.285084,4,0,1,15570,cluster17
0.2272,1,0,1,18240,cluster8
0,0,0,0,14380,cluster11
1.0894,2,2,1,4020,cluster18
0.8017,5,3,0,12290,cluster8
1.06542,5,1,0,2250,cluster3
1.62485,6,0,0,18560,cluster17
0.297733,1,1,1,580,cluster11
0.053554,0,2,0,6030,cluster11
0.756317,0,1,0,3430,cluster8
1.0894,2,2,1,4020,cluster18
1.06542,5,1,0,2250,cluster3
2.00887,1,3,1,10280,cluster16
