@relation 'week1_v4_clustered-weka.filters.unsupervised.attribute.Remove-R4-6,8-30-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P30.0'

@attribute Day numeric
@attribute Time numeric
@attribute 'use [kW]_y' numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,cluster11,cluster12,cluster13,cluster14,cluster15,cluster16,cluster17,cluster18,cluster19}

@data
1,223600,0.772333,cluster3
0,181600,1.72605,cluster17
1,221200,0.645483,cluster4
0,13000,1.0928,cluster18
1,134400,1.266517,cluster12
1,4100,1.705467,cluster13
1,225700,1.154167,cluster4
1,152300,0.384583,cluster11
0,45300,0.9176,cluster15
1,4600,1.212917,cluster13
1,105100,0.608233,cluster11
1,123800,0.96455,cluster12
1,92000,1.338683,cluster13
1,80500,1.090117,cluster13
0,93100,6.168467,cluster17
1,124500,1.066417,cluster0
1,180700,1.751533,cluster5
0,30900,0.43025,cluster15
1,73600,2.513033,cluster2
1,233100,3.0008,cluster2
1,42300,1.062867,cluster19
1,45800,0.883933,cluster19
1,22400,1.19985,cluster13
1,221000,1.11125,cluster0
1,4200,1.12815,cluster13
0,1900,0.978867,cluster18
1,53000,0.293133,cluster11
1,221900,0.506233,cluster3
1,84400,1.1336,cluster13
0,151100,1.158183,cluster7
1,210200,0.442483,cluster3
1,10100,1.061967,cluster13
1,55100,0.4231,cluster11
0,93000,1.255667,cluster7
1,102000,1.754033,cluster2
1,15300,1.65155,cluster13
1,55400,0.429167,cluster11
0,214200,0.701267,cluster8
0,53700,0.436233,cluster15
0,234300,1.279617,cluster7
1,20900,0.508917,cluster11
1,50100,0.322967,cluster11
1,54100,0.50715,cluster11
1,185700,1.7431,cluster2
0,163500,0.996,cluster7
1,221000,0.833267,cluster9
1,214100,0.831017,cluster9
0,213000,0.560283,cluster8
0,173400,1.307967,cluster7
1,212400,0.748817,cluster4
0,201300,1.075033,cluster14
1,93100,1.381017,cluster19
1,4400,1.58895,cluster13
1,41900,1.076883,cluster6
0,42800,0.325233,cluster15
1,130400,0.8494,cluster19
1,20500,1.511333,cluster13
1,142100,0.457717,cluster11
1,52600,0.532967,cluster11
1,143800,0.5457,cluster11
1,110700,1.19065,cluster2
0,202100,1.064533,cluster8
1,120600,1.123617,cluster9
1,50600,0.3261,cluster11
1,3800,1.072117,cluster13
1,224100,1.483767,cluster4
1,114500,0.90915,cluster19
1,4500,1.65535,cluster13
1,181900,1.5894,cluster5
1,33500,0.641933,cluster6
1,91400,2.721033,cluster13
1,141900,0.3448,cluster11
0,91700,1.310617,cluster7
0,33800,0.9515,cluster15
1,142300,1.1926,cluster0
1,64900,0.60365,cluster11
1,163800,1.573483,cluster2
1,164300,1.43215,cluster2
0,205400,1.005933,cluster8
1,22400,1.564367,cluster13
1,225900,1.161467,cluster4
0,212200,0.536183,cluster8
1,82300,1.45705,cluster13
1,3600,1.079533,cluster13
1,210500,0.447617,cluster3
1,70200,0.609367,cluster11
1,91600,1.112083,cluster13
0,74600,1.073633,cluster18
1,114800,0.891417,cluster9
1,180000,1.622217,cluster2
1,220300,0.7425,cluster9
1,102100,1.055267,cluster11
1,231100,1.228283,cluster3
1,52900,0.297667,cluster19
0,11400,1.095617,cluster18
0,222100,0.672083,cluster8
1,153400,0.51605,cluster11
1,150400,0.901217,cluster11
1,75600,1.14555,cluster13
1,165000,0.48025,cluster11
1,2800,1.74775,cluster13
1,90500,1.13125,cluster19
1,90000,1.655517,cluster13
1,121700,0.682483,cluster9
1,183000,1.775317,cluster5
0,72700,1.4273,cluster18
0,180800,1.90375,cluster7
1,110000,0.916883,cluster13
1,71200,2.325933,cluster13
1,71600,1.295167,cluster13
1,33600,0.656233,cluster6
1,164400,1.661583,cluster5
0,122200,0.452983,cluster8
1,75000,1.40125,cluster2
1,23000,1.083,cluster13
0,50400,0.867017,cluster15
1,211500,0.636267,cluster4
1,174100,2.297783,cluster2
0,32400,0.529267,cluster15
1,115700,0.394683,cluster11
1,192400,0.630483,cluster4
1,181800,1.9428,cluster5
1,140700,0.83455,cluster19
1,151700,0.9715,cluster19
1,131100,1.147733,cluster12
1,110600,1.426683,cluster13
1,130600,0.83655,cluster19
1,82400,1.750717,cluster13
1,230600,0.59625,cluster3
1,191400,1.78265,cluster4
1,3700,1.131067,cluster13
1,80200,1.3844,cluster2
1,140900,0.840417,cluster19
1,215700,0.623833,cluster0
0,30500,1.443983,cluster18
1,34500,1.1222,cluster6
1,231800,1.14055,cluster2
1,151100,1.001717,cluster2
1,143100,1.289983,cluster12
0,80700,1.109767,cluster7
1,121400,0.99635,cluster9
0,150500,3.216917,cluster8
1,140600,0.856083,cluster19
1,4700,0.967633,cluster13
1,134100,1.269633,cluster12
1,143600,1.276833,cluster12
1,25300,1.110767,cluster19
0,124100,0.5509,cluster8
0,143200,5.912433,cluster8
0,83600,1.386833,cluster18
1,74500,3.1176,cluster13
0,165900,1.639033,cluster17
1,104600,1.235817,cluster2
0,30800,0.427833,cluster15
0,174900,1.623067,cluster7
1,82700,1.160383,cluster13
0,122900,0.690483,cluster8
1,143700,0.96385,cluster0
1,192500,1.373633,cluster4
1,231700,1.128483,cluster2
1,180100,1.785967,cluster2
1,151200,1.299733,cluster2
1,195500,0.455417,cluster3
1,50200,0.323417,cluster11
0,22200,1.080167,cluster18
0,31900,0.433367,cluster15
1,50900,0.3228,cluster11
1,101400,0.92655,cluster11
1,112300,1.376333,cluster12
0,153100,1.55695,cluster7
1,74300,1.23955,cluster11
0,221600,1.040583,cluster14
0,105900,1.779017,cluster18
0,121400,1.73795,cluster14
0,192800,0.898017,cluster14
0,92000,0.952767,cluster18
1,70300,0.6653,cluster19
1,81000,1.063833,cluster13
1,111000,0.7777,cluster11
1,130900,0.834433,cluster9
1,120600,0.886633,cluster19
1,55700,0.539217,cluster11
1,153600,1.162817,cluster2
0,161800,5.590183,cluster17
1,172700,3.155467,cluster12
1,31300,0.44115,cluster11
1,175500,1.2831,cluster2
0,191600,1.481667,cluster10
1,185500,1.9875,cluster5
1,13700,1.148383,cluster13
0,203800,0.8503,cluster8
1,30600,1.578533,cluster13
0,53100,0.319967,cluster15
0,170600,1.704417,cluster17
1,185000,1.59525,cluster5
1,71500,1.289917,cluster13
1,172200,1.533883,cluster2
0,234200,1.2771,cluster7
1,125800,0.935833,cluster9
1,231700,1.64375,cluster2
1,144900,0.793083,cluster4
1,162600,1.07175,cluster2
0,153900,1.119533,cluster7
1,42600,0.5319,cluster11
0,21700,0.977817,cluster18
1,115100,0.397117,cluster11
1,3300,1.397233,cluster13
1,61700,0.546983,cluster11
1,140300,0.495567,cluster11
1,113800,0.390067,cluster11
0,180900,2.183517,cluster7
0,201000,0.571633,cluster8
1,195700,1.854933,cluster0
1,53500,0.5295,cluster11
1,182800,2.3476,cluster2
0,233700,1.283067,cluster17
1,102500,0.658917,cluster11
1,222500,1.1281,cluster0
1,130400,0.83905,cluster9
1,122600,0.429467,cluster11
1,231800,1.1873,cluster5
0,175300,1.617667,cluster7
1,12500,1.091483,cluster13
1,44500,0.42445,cluster11
1,171400,1.080967,cluster0
1,12000,1.105183,cluster13
0,163100,1.411333,cluster7
1,75200,1.502767,cluster13
1,153100,1.619117,cluster2
1,164100,1.53145,cluster5
1,235500,1.575583,cluster1
1,101000,0.937717,cluster2
0,21000,0.9524,cluster18
1,152700,1.0333,cluster2
1,195000,1.171117,cluster4
1,24300,0.9635,cluster13
1,42600,1.07235,cluster19
0,25500,0.927233,cluster18
1,213300,0.832367,cluster9
0,95500,3.547783,cluster17
1,134800,0.4557,cluster11
1,34100,0.412167,cluster11
0,223000,1.211117,cluster14
1,122400,0.493783,cluster11
1,15500,1.62105,cluster13
0,205100,0.33845,cluster8
0,191700,1.413267,cluster10
1,171400,1.3597,cluster2
0,124300,0.545467,cluster8
1,144800,0.957867,cluster0
0,40000,0.850333,cluster15
1,5900,1.5612,cluster13
1,122100,1.456783,cluster12
1,32000,0.988633,cluster19
0,2100,0.980233,cluster18
1,111300,0.696133,cluster9
0,185300,1.704567,cluster8
1,134700,0.847583,cluster9
1,45000,0.55335,cluster6
1,155600,1.837867,cluster5
0,54900,0.9734,cluster15
0,1900,1.121933,cluster18
1,75400,1.14495,cluster2
1,120300,0.897717,cluster19
1,21900,0.95985,cluster13
0,33000,0.421783,cluster15
1,1500,1.291083,cluster13
0,105100,1.157333,cluster18
1,202300,0.813033,cluster4
1,130400,0.886,cluster19
1,24100,0.613067,cluster11
1,115400,0.6576,cluster11
1,223100,0.886733,cluster4
0,211100,0.623333,cluster8
1,215700,0.8337,cluster4
1,224300,0.902367,cluster4
1,82600,0.519017,cluster11
1,61900,0.64865,cluster6
1,184200,1.0833,cluster9
1,112700,1.01275,cluster19
1,230200,2.272717,cluster4
1,92200,0.65125,cluster11
1,211400,1.0611,cluster4
0,105100,1.475483,cluster18
1,183000,1.249617,cluster5
0,153800,1.118883,cluster7
1,33200,1.039783,cluster19
0,164700,0.995933,cluster7
0,95900,3.516767,cluster17
1,172300,2.538117,cluster12
0,51200,0.417483,cluster15
1,155100,1.172533,cluster2
1,23000,1.059967,cluster13
1,144400,0.547683,cluster11
1,140400,0.848383,cluster19
1,55700,0.932383,cluster6
1,82500,1.785533,cluster2
0,41200,0.5244,cluster15
1,81700,0.865133,cluster3
1,193400,0.75195,cluster4
1,151800,1.312617,cluster2
0,165400,1.681133,cluster17
1,123900,0.4467,cluster11
1,60600,0.582883,cluster11
0,130200,0.9835,cluster8
1,103300,1.854383,cluster2
0,1500,1.160267,cluster18
1,10200,0.982867,cluster13
0,233900,1.131633,cluster7
0,183700,1.014883,cluster7
1,35500,0.527583,cluster11
1,212000,0.736983,cluster4
1,11100,0.947583,cluster13
1,192800,0.969667,cluster4
1,123200,1.088617,cluster0
0,215000,0.434583,cluster8
1,51400,0.9537,cluster19
0,212500,1.250233,cluster14
1,12000,1.47785,cluster13
0,133000,0.553717,cluster8
1,181100,1.227317,cluster0
1,131600,0.96275,cluster12
1,21400,1.530033,cluster13
1,101400,1.452533,cluster13
1,22900,1.4915,cluster13
1,21000,1.471817,cluster13
1,143700,0.649433,cluster4
0,22500,0.974567,cluster18
1,220700,1.27995,cluster4
1,220000,1.235717,cluster0
1,155900,1.224133,cluster2
1,190400,2.30155,cluster5
1,145200,0.771233,cluster9
1,222200,0.827367,cluster9
0,191100,1.931683,cluster10
1,153600,1.652467,cluster2
1,185500,1.73835,cluster2
0,65000,0.737717,cluster8
1,173800,1.946517,cluster2
1,222900,1.06515,cluster0
1,231000,1.665383,cluster3
1,232000,1.237383,cluster5
1,103300,0.620417,cluster11
1,15600,1.150717,cluster13
1,170700,1.253733,cluster2
0,14500,0.878683,cluster18
1,172800,3.3967,cluster5
1,110100,1.056267,cluster11
0,134900,0.5408,cluster8
0,110400,1.055767,cluster18
0,222700,1.117267,cluster14
1,213800,0.9177,cluster4
0,100200,3.3928,cluster17
0,92500,1.472567,cluster18
0,35100,0.939167,cluster15
0,40600,0.425217,cluster15
1,185600,1.99045,cluster5
1,71800,2.721433,cluster13
1,85000,1.030633,cluster11
1,224600,1.135783,cluster0
1,105800,0.920067,cluster11
0,214800,0.696167,cluster8
1,101200,0.9985,cluster19
0,145400,2.3129,cluster8
1,180000,2.196217,cluster5
1,50400,0.42505,cluster11
1,62500,2.014883,cluster6
1,163500,1.256083,cluster5
1,222900,0.835317,cluster9
1,53000,1.17515,cluster6
1,165200,0.544383,cluster3
1,160300,1.360317,cluster2
1,171800,2.784583,cluster0
0,233400,3.0578,cluster1
0,165900,1.108983,cluster7
0,151000,3.791517,cluster17
1,170000,1.554583,cluster5
1,91100,1.09895,cluster13
0,234700,1.145183,cluster7
0,234400,1.064333,cluster7
0,20600,1.4158,cluster18
1,174500,0.738883,cluster9
1,85300,1.048433,cluster13
1,191900,1.130767,cluster0
1,23200,1.196767,cluster13
1,102200,2.9804,cluster16
1,21300,1.5211,cluster13
1,53900,0.5224,cluster11
0,164300,1.288283,cluster7
0,62100,0.52875,cluster15
1,113500,1.209817,cluster19
1,124700,0.429717,cluster11
1,122000,0.490667,cluster11
1,170200,1.151283,cluster11
1,42000,0.943717,cluster19
0,195900,0.483867,cluster8
1,135200,0.882717,cluster9
0,171400,1.750617,cluster17
1,102500,2.759867,cluster16
1,900,1.296383,cluster13
1,235600,1.9165,cluster2
0,33400,1.037533,cluster15
0,100600,3.194067,cluster7
1,104700,0.8274,cluster13
1,60400,0.62125,cluster6
0,103000,2.710933,cluster18
1,20500,0.965833,cluster13
1,82400,0.519233,cluster11
0,103300,0.9903,cluster7
1,54600,0.3124,cluster11
1,122200,2.5622,cluster12
1,120200,0.393733,cluster11
1,233800,1.25385,cluster2
1,104400,0.624567,cluster11
1,95400,0.59725,cluster2
1,200400,0.73025,cluster4
1,161700,1.032917,cluster19
0,71700,1.073483,cluster10
0,144000,0.452183,cluster8
1,22300,0.958617,cluster13
1,2900,1.130533,cluster13
1,200700,0.7262,cluster4
0,210400,0.997833,cluster14
0,35600,0.587867,cluster15
0,150700,5.116183,cluster17
1,52400,0.954833,cluster19
1,210400,0.446883,cluster3
0,15100,0.876167,cluster18
1,12900,0.962733,cluster13
0,173900,1.09095,cluster7
1,203100,1.00555,cluster3
1,24800,0.96345,cluster13
1,220000,0.800717,cluster4
1,231900,2.227067,cluster2
1,5200,0.963183,cluster13
1,24400,1.021017,cluster13
1,164000,1.41885,cluster5
0,61800,0.527533,cluster15
1,2600,1.076967,cluster13
0,144000,6.071167,cluster8
1,113900,0.430117,cluster11
1,15400,1.46825,cluster13
1,190600,1.985767,cluster2
0,31900,0.528383,cluster15
1,145300,0.774167,cluster9
0,52400,0.32445,cluster15
1,35000,0.5387,cluster11
1,180100,2.176517,cluster5
1,201800,0.960333,cluster0
1,155700,1.369733,cluster2
1,15700,1.028717,cluster19
1,41000,0.428933,cluster11
1,30400,1.179717,cluster13
1,3900,1.06945,cluster13
0,135700,0.548983,cluster8
1,194800,1.249567,cluster0
1,94600,1.043183,cluster2
1,100600,0.605483,cluster11
0,60600,0.5377,cluster15
1,123000,1.324133,cluster12
1,222300,0.87725,cluster4
1,203200,0.782583,cluster9
1,44300,0.416833,cluster11
1,155900,1.747717,cluster5
1,32600,0.7782,cluster6
1,45400,0.4598,cluster11
0,33500,0.430917,cluster15
1,132900,1.404567,cluster12
1,54500,0.521117,cluster11
1,130700,0.469883,cluster11
1,175300,1.57,cluster2
1,183100,1.088833,cluster9
0,165500,1.099783,cluster7
0,65000,0.942,cluster15
1,22800,1.684367,cluster13
1,64800,0.6055,cluster11
1,164300,1.66285,cluster2
1,64600,0.73035,cluster11
1,220900,1.2608,cluster4
0,225700,0.722217,cluster8
1,202900,5.066633,cluster4
0,152600,1.11505,cluster7
1,1700,1.299217,cluster13
1,35100,0.667383,cluster6
0,70500,1.662083,cluster10
1,190800,2.192317,cluster5
1,154900,1.59415,cluster2
1,53100,1.17975,cluster6
1,122100,0.6829,cluster9
0,72400,1.043817,cluster18
1,154500,1.62425,cluster2
0,92400,1.351133,cluster18
1,95700,2.67895,cluster16
0,173500,1.5863,cluster7
0,182900,1.333033,cluster7
1,93900,1.562833,cluster13
0,135300,0.604,cluster8
0,141500,1.074033,cluster14
0,92300,1.535433,cluster7
1,190900,2.001933,cluster2
0,132100,0.966167,cluster14
1,11700,1.454867,cluster13
0,74200,1.826133,cluster17
1,3700,1.081517,cluster13
0,75200,2.15805,cluster17
1,83200,1.486617,cluster13
1,73300,2.875217,cluster13
1,151800,1.016683,cluster2
1,163500,1.65495,cluster2
1,81400,0.497617,cluster11
0,175700,2.583,cluster17
1,214000,0.9354,cluster4
0,14400,0.87735,cluster18
1,135100,0.431633,cluster11
1,32600,0.94925,cluster6
0,174300,1.504783,cluster7
1,220700,0.8149,cluster9
1,33700,0.514183,cluster11
1,173500,2.141383,cluster2
0,123600,0.4367,cluster8
1,142400,0.7835,cluster9
0,3100,2.706,cluster1
0,211300,1.333083,cluster8
1,1500,2.971033,cluster1
1,160000,1.031433,cluster2
1,155300,1.174117,cluster2
1,72100,2.276283,cluster13
0,30600,0.971,cluster18
1,70100,0.923117,cluster19
1,180400,1.75235,cluster5
1,180900,1.96215,cluster5
0,32100,0.4299,cluster15
1,102100,2.773733,cluster16
0,210900,0.529783,cluster8
1,40500,0.419283,cluster6
1,205000,1.047883,cluster0
1,53500,0.540217,cluster6
1,1000,2.703333,cluster1
0,152200,1.104,cluster7
0,163200,1.435867,cluster7
1,101800,0.42215,cluster11
0,33100,0.420467,cluster15
0,195600,1.503483,cluster14
1,213400,0.82955,cluster9
1,23800,0.943217,cluster13
1,125500,0.855433,cluster12
0,81800,1.033017,cluster18
1,203100,5.919617,cluster4
1,104000,3.009933,cluster16
1,12600,0.948517,cluster13
1,91500,1.697033,cluster2
0,161900,2.870133,cluster17
1,170400,1.532717,cluster5
1,190800,1.71035,cluster2
1,11500,1.459483,cluster13
1,173600,0.967817,cluster3
1,102000,1.57085,cluster13
1,214800,1.132683,cluster0
1,52700,1.190283,cluster6
1,53400,0.811983,cluster6
1,153400,1.680483,cluster2
1,143800,1.287,cluster12
0,63500,0.436167,cluster15
1,183600,1.08005,cluster9
1,202000,1.266333,cluster3
0,93700,4.168667,cluster8
1,172200,2.416917,cluster2
1,214800,1.152183,cluster0
1,200200,0.435417,cluster3
1,184500,1.802817,cluster12
0,23300,1.547533,cluster18
1,100800,0.61865,cluster11
0,230400,0.71785,cluster8
0,122100,0.8802,cluster14
1,50300,0.425583,cluster11
1,41800,0.41345,cluster11
1,24400,0.961633,cluster13
1,111000,0.327483,cluster11
0,133600,0.553267,cluster8
1,93300,0.655083,cluster11
1,142100,1.272483,cluster3
0,34200,0.325167,cluster15
0,131700,0.955417,cluster14
1,92900,0.6479,cluster11
1,21500,1.473283,cluster13
1,210700,1.542783,cluster4
1,135000,0.453783,cluster11
1,12400,0.405217,cluster11
0,74100,1.050933,cluster18
1,152600,1.305783,cluster5
0,4600,1.463283,cluster18
0,100400,2.14505,cluster17
1,54400,1.05105,cluster6
1,190700,2.330433,cluster2
1,101400,0.415583,cluster19
1,62200,0.974967,cluster6
1,213200,0.700083,cluster4
1,143600,0.97555,cluster0
1,51100,0.320867,cluster11
1,140600,0.491933,cluster11
0,194400,0.981483,cluster8
0,22800,1.026233,cluster18
1,192800,0.807033,cluster3
1,122900,1.173783,cluster11
0,134400,0.5467,cluster8
1,215300,1.25235,cluster0
1,203900,1.1335,cluster3
0,21500,0.976467,cluster18
1,70800,0.7119,cluster11
0,11000,1.282633,cluster18
1,22700,0.939983,cluster13
0,2400,1.460783,cluster18
0,25800,1.463067,cluster18
0,163900,0.99835,cluster7
1,174200,2.81455,cluster2
1,115300,0.409917,cluster11
0,43200,0.320617,cluster15
1,60200,0.567717,cluster6
1,203300,0.898017,cluster3
1,165200,0.67365,cluster3
1,92600,0.655617,cluster11
0,190500,2.014217,cluster10
1,105800,1.45665,cluster13
0,32400,0.430933,cluster15
1,102400,1.5796,cluster2
0,43700,1.001383,cluster15
0,191100,1.69705,cluster10
1,205200,0.7295,cluster9
0,63100,0.437467,cluster15
0,112500,2.156283,cluster8
1,64500,1.127617,cluster6
1,40300,0.411867,cluster6
1,204300,1.139417,cluster0
1,81800,0.859883,cluster3
1,200600,1.2642,cluster4
0,100300,3.0095,cluster17
1,41500,0.42475,cluster11
1,195200,1.421817,cluster0
1,63000,1.315117,cluster19
1,95800,0.618683,cluster11
0,210000,0.341217,cluster8
1,165700,1.065783,cluster2
1,150600,0.942217,cluster19
1,53600,0.541733,cluster6
0,121500,1.66065,cluster14
1,10400,0.981367,cluster13
1,123300,1.453633,cluster12
1,235400,1.069433,cluster2
1,222400,1.1054,cluster0
1,81900,0.520883,cluster11
1,101500,2.65675,cluster16
1,93500,1.555083,cluster13
1,145600,0.780267,cluster9
1,34800,0.42595,cluster11
1,101600,1.650567,cluster13
0,182700,1.4894,cluster17
1,200100,0.893717,cluster3
1,104000,1.42715,cluster19
1,194700,0.45445,cluster3
1,212700,0.678267,cluster4
1,25000,1.211383,cluster13
0,210900,1.08075,cluster14
1,103900,0.378133,cluster11
1,182700,2.3391,cluster2
1,160900,1.367033,cluster2
1,93400,0.649917,cluster11
0,80000,0.97155,cluster17
1,62700,2.2015,cluster19
1,220500,1.28845,cluster4
0,200700,1.530967,cluster14
1,64100,0.671917,cluster6
1,34600,0.530767,cluster11
0,213500,0.79245,cluster8
1,164700,1.217017,cluster2
0,84900,6.748083,cluster17
1,25600,1.052533,cluster19
1,145500,0.552867,cluster3
1,32500,0.94285,cluster19
0,122200,0.6727,cluster14
1,195700,0.866067,cluster4
0,204000,0.847617,cluster8
1,224300,0.61065,cluster3
1,224700,1.005417,cluster3
1,80400,1.068133,cluster13
1,14700,1.075683,cluster13
0,145800,1.136433,cluster14
1,120800,0.88525,cluster19
1,144400,0.9635,cluster0
0,13500,1.090133,cluster18
1,15300,1.112983,cluster13
1,184300,1.775933,cluster5
1,190100,1.392867,cluster2
0,51600,0.7464,cluster15
1,194500,1.233317,cluster0
1,143300,0.999683,cluster0
1,131400,0.483433,cluster11
1,210100,0.906167,cluster4
1,164000,1.682717,cluster2
1,135700,0.6598,cluster11
1,41500,0.940083,cluster19
1,73000,4.856967,cluster13
1,192900,1.12315,cluster3
0,51400,0.417083,cluster15
1,62900,1.938133,cluster19
0,155000,1.8052,cluster7
0,94200,6.243533,cluster17
1,11900,1.467867,cluster13
1,151800,1.39995,cluster5
0,103500,2.814483,cluster18
1,53900,0.6453,cluster6
0,20400,1.364333,cluster18
1,150900,1.34925,cluster4
1,80900,1.191467,cluster13
1,105900,1.229733,cluster2
0,22800,1.080517,cluster18
0,41800,0.540883,cluster15
0,210200,0.342017,cluster8
0,54100,0.863917,cluster15
0,3100,1.419367,cluster18
1,211000,0.449817,cluster3
1,143800,1.004533,cluster0
0,82200,1.305417,cluster18
0,103200,0.994067,cluster7
0,30000,0.972183,cluster18
1,133900,1.22335,cluster12
1,164400,0.581167,cluster11
1,221300,1.272967,cluster4
1,35900,0.991167,cluster19
0,225100,0.6241,cluster8
0,180600,1.592233,cluster7
1,10500,0.981917,cluster13
1,100600,0.4916,cluster11
1,102100,0.545933,cluster11
0,174300,1.08845,cluster7
1,213300,0.884683,cluster4
1,10700,0.974717,cluster13
1,200700,1.045267,cluster0
1,85400,1.26865,cluster19
1,5000,1.16285,cluster19
0,231200,1.787183,cluster17
1,5400,1.1165,cluster13
1,161000,1.365533,cluster2
1,65600,0.96745,cluster6
1,104800,1.23185,cluster2
0,35800,0.5932,cluster15
1,54700,0.526633,cluster11
1,15100,1.464967,cluster13
1,213700,1.243983,cluster0
0,20100,1.0816,cluster18
0,170800,1.6854,cluster17
1,214300,0.999033,cluster4
1,230500,3.8936,cluster3
1,171500,1.259717,cluster2
0,80200,0.998433,cluster7
0,115900,1.426867,cluster8
1,112000,0.31465,cluster11
1,70400,0.800633,cluster6
0,132600,0.33555,cluster8
1,225100,6.80265,cluster0
1,65800,1.276483,cluster19
1,2400,1.59215,cluster13
1,124200,1.448117,cluster12
1,213700,0.634583,cluster9
0,190300,2.00545,cluster10
0,61100,1.056117,cluster15
0,152100,1.110633,cluster7
1,165700,1.152367,cluster2
1,5700,0.963583,cluster13
1,80300,1.38655,cluster2
1,124000,0.709383,cluster12
1,2300,0.857867,cluster13
0,182600,1.4626,cluster17
1,52600,0.539833,cluster6
0,83300,1.387633,cluster18
1,223000,0.883433,cluster4
1,90500,1.064067,cluster13
1,114700,0.56745,cluster11
1,125600,0.577433,cluster11
0,13900,1.074133,cluster18
1,114200,0.905883,cluster19
0,131700,0.334683,cluster8
1,141600,0.846033,cluster19
0,34800,0.9593,cluster15
1,100000,0.99115,cluster19
0,151300,4.101683,cluster17
0,11500,1.098317,cluster18
1,141300,0.46,cluster11
0,74300,1.0504,cluster18
0,175900,1.610183,cluster7
1,75700,1.1008,cluster19
1,122400,0.5325,cluster11
1,215800,0.70675,cluster9
1,64600,1.104833,cluster6
1,101300,0.939483,cluster11
0,183200,1.332983,cluster7
0,170900,1.716283,cluster17
0,222000,0.843367,cluster8
0,181100,2.05385,cluster17
1,171000,1.716483,cluster2
1,153800,1.623983,cluster2
0,142700,0.44945,cluster8
1,194600,1.2735,cluster0
1,221200,0.5002,cluster3
0,84700,1.186833,cluster18
1,215700,0.504633,cluster4
1,100000,0.6133,cluster11
1,53900,0.541283,cluster6
0,153500,1.1142,cluster7
1,141200,0.765717,cluster19
1,60000,0.539683,cluster11
0,40800,0.43055,cluster15
1,62500,1.550117,cluster11
1,51300,1.22125,cluster6
1,174700,3.7984,cluster5
0,172400,1.19545,cluster7
1,55800,0.4228,cluster11
1,171600,1.33855,cluster2
1,21500,0.9559,cluster13
1,164900,1.158433,cluster5
1,232200,2.383283,cluster1
1,115900,1.002367,cluster19
0,225100,0.7067,cluster8
1,141600,0.4814,cluster11
0,130600,0.859467,cluster14
1,2700,2.762233,cluster13
1,72500,3.574483,cluster2
1,35700,0.660417,cluster6
1,3900,1.1289,cluster13
0,183100,1.001367,cluster7
0,175900,1.763183,cluster17
1,171500,2.249833,cluster0
1,212500,0.6606,cluster3
1,33800,1.201183,cluster6
1,150600,0.7767,cluster3
1,204200,1.144533,cluster0
0,213100,0.563233,cluster8
0,83300,1.208117,cluster7
1,85800,2.719317,cluster13
1,63900,0.68975,cluster6
1,50900,0.57185,cluster6
1,35700,1.037,cluster19
0,181700,1.561183,cluster7
1,194400,0.475783,cluster3
1,230400,5.8891,cluster0
0,61700,0.538233,cluster15
1,201200,0.87655,cluster3
1,141000,0.483983,cluster11
1,5800,0.9645,cluster13
0,104600,1.474083,cluster18
1,11400,1.568533,cluster13
1,25400,0.856867,cluster13
1,230700,6.083467,cluster3
1,192100,1.499017,cluster4
0,231900,1.693567,cluster17
1,14900,1.212317,cluster13
0,12100,1.097517,cluster18
1,21800,0.9592,cluster13
1,105000,2.312767,cluster16
1,53400,0.540117,cluster6
1,22700,1.076,cluster13
1,4200,1.677267,cluster13
1,163800,1.5638,cluster2
1,80200,1.112217,cluster19
1,113800,0.429883,cluster11
1,125300,0.93995,cluster19
0,183500,1.511717,cluster7
1,51600,0.310267,cluster11
1,141700,0.551217,cluster3
1,112200,0.43385,cluster11
1,73200,1.5499,cluster2
1,112300,0.787333,cluster11
1,202800,1.269567,cluster3
0,12300,1.090617,cluster18
1,85700,1.691317,cluster13
1,100900,0.925233,cluster16
1,200200,1.230683,cluster4
1,51800,0.645617,cluster6
0,80400,1.440467,cluster18
0,232700,1.897583,cluster17
0,161300,1.1902,cluster7
1,45700,1.043817,cluster6
0,133100,0.554867,cluster8
1,163900,1.55965,cluster2
1,174600,0.7426,cluster9
1,232500,1.21715,cluster2
0,171700,1.863583,cluster17
1,113200,1.3064,cluster19
1,190000,1.994417,cluster2
0,193600,1.252383,cluster8
1,220000,0.524617,cluster4
1,105500,0.837817,cluster13
1,90700,1.16825,cluster19
1,4200,0.962483,cluster13
1,61300,0.423867,cluster11
1,125900,0.478767,cluster11
1,155800,0.368267,cluster11
1,71800,2.016733,cluster2
1,123500,0.4467,cluster11
1,145900,1.192267,cluster11
1,1700,1.572917,cluster13
0,25300,0.842367,cluster18
0,101700,0.901217,cluster7
1,32300,0.9492,cluster19
1,22400,1.069417,cluster13
1,181700,1.979167,cluster5
1,190100,1.293467,cluster9
1,221300,0.828933,cluster9
0,105200,1.163317,cluster18
1,134600,1.103667,cluster0
1,25200,1.421233,cluster13
1,21900,1.17105,cluster13
0,193900,1.233783,cluster8
0,125400,0.95165,cluster14
1,43400,0.536117,cluster6
0,112400,0.35795,cluster8
1,185900,1.525367,cluster2
