@relation 'c3_cl-weka.filters.unsupervised.attribute.Remove-R1,5-25'

@attribute Day numeric
@attribute ' Time' numeric
@attribute 'use [kW]' numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,cluster11,cluster12,cluster13,cluster14,cluster15,cluster16,cluster17,cluster18,cluster19}

@data
0,181000,3.486117,cluster7
0,180900,3.203167,cluster7
0,180800,3.250217,cluster11
0,180700,2.183767,cluster11
0,180600,2.154133,cluster11
0,180500,2.99195,cluster11
0,180400,3.2252,cluster11
0,180300,2.499483,cluster19
0,180200,2.2712,cluster19
0,180100,3.4458,cluster11
0,180000,3.663033,cluster11
0,175900,2.62705,cluster11
0,175800,2.293583,cluster19
0,175700,3.444933,cluster11
0,175600,3.676867,cluster11
0,175500,2.594017,cluster11
0,175400,3.08545,cluster11
0,175300,3.761433,cluster11
0,175200,2.877083,cluster11
0,175100,2.407133,cluster19
0,175000,2.29795,cluster19
0,174900,2.992633,cluster11
0,174800,3.303933,cluster11
0,174700,2.54505,cluster19
0,174600,2.316617,cluster19
0,174500,3.462633,cluster11
0,174400,2.81915,cluster11
0,174300,3.57055,cluster11
0,174200,3.22645,cluster11
0,174100,3.161633,cluster11
0,174000,1.749667,cluster14
0,173900,1.635533,cluster14
0,173800,1.627083,cluster14
0,173700,1.657633,cluster14
0,173600,1.626233,cluster14
0,173500,1.624967,cluster14
0,173400,1.62395,cluster14
0,173300,1.531883,cluster14
0,173200,1.531183,cluster14
0,173100,1.518467,cluster14
0,173000,1.513033,cluster14
0,172900,1.510667,cluster14
0,172800,1.5019,cluster14
0,172700,1.762233,cluster8
0,172600,1.761983,cluster8
0,172500,1.75745,cluster8
0,172400,1.846967,cluster8
0,172300,1.912367,cluster8
0,172200,1.9273,cluster8
0,172100,1.912483,cluster8
0,172000,1.912067,cluster8
0,171900,1.916783,cluster8
0,171800,1.701033,cluster14
0,171700,1.710083,cluster14
0,171600,1.7217,cluster14
0,171500,1.559517,cluster14
0,171400,1.437817,cluster14
0,171300,1.3213,cluster14
0,171200,1.413817,cluster14
0,171100,1.44435,cluster14
0,171000,1.4181,cluster14
0,170900,1.434417,cluster14
0,170800,1.42525,cluster14
0,170700,1.346083,cluster14
0,170600,1.379583,cluster14
0,170500,1.4236,cluster14
0,170400,1.494967,cluster14
0,170300,1.734333,cluster14
0,170200,2.035517,cluster14
0,170100,1.95575,cluster14
0,170000,1.967783,cluster14
0,165900,1.916333,cluster14
0,165800,1.989567,cluster14
0,165700,1.7199,cluster14
0,165600,1.500467,cluster14
0,165500,1.5013,cluster14
0,165400,1.491133,cluster14
0,165300,1.473367,cluster14
0,165200,1.473617,cluster14
0,165100,1.473317,cluster14
0,165000,1.436033,cluster14
0,164900,1.548633,cluster14
0,164800,1.698033,cluster14
0,164700,1.689067,cluster14
0,164600,2.268467,cluster14
0,164500,3.254517,cluster14
0,164400,3.27265,cluster13
0,164300,3.548167,cluster8
0,164200,3.81565,cluster8
0,164100,3.297183,cluster8
0,164000,3.284817,cluster11
0,163900,3.54995,cluster11
0,163800,3.919067,cluster11
0,163700,3.330567,cluster18
0,163600,3.2937,cluster18
0,163500,3.36905,cluster18
0,163400,3.3645,cluster18
0,163300,3.349283,cluster18
0,163200,3.3475,cluster18
0,163100,3.158733,cluster18
0,163000,3.060267,cluster18
0,162900,4.24075,cluster18
0,162800,6.531567,cluster18
0,162700,3.287733,cluster14
0,162600,2.758517,cluster14
0,162500,2.767183,cluster14
0,162400,2.7919,cluster14
0,162300,3.741233,cluster14
0,162200,6.414067,cluster14
0,162100,6.294517,cluster14
0,162000,2.842417,cluster14
0,161900,2.817567,cluster14
0,161800,5.303533,cluster14
0,161700,4.244567,cluster14
0,161600,6.386933,cluster14
