'refinedUse ',' dow ',' phase ',Day,' Time','use [kW]',Cluster
0.196516,4,3,1,9090,0.356533,cluster12
0.424434,4,3,1,9080,0.5744,cluster12
0.414851,4,3,1,9070,0.577117,cluster12
0,0,0,0,18090,0.964267,cluster3
0.42635,4,3,1,9060,0.573833,cluster12
0,0,0,0,18080,0.965783,cluster3
0.415166,4,3,1,9050,0.57625,cluster12
0,0,0,0,18070,0.967,cluster3
0.371549,4,3,1,9040,0.550833,cluster12
0,0,0,0,18060,0.966733,cluster3
0.16085,4,3,1,9030,0.314833,cluster12
0,0,0,0,18050,0.971433,cluster3
0.21285,4,3,1,9020,0.305017,cluster12
0.006384,2,2,1,5000,1.01335,cluster5
0,0,0,0,18040,0.965833,cluster3
0.216783,4,3,1,9010,0.305233,cluster12
0,2,2,1,4590,1.022683,cluster5
0,0,0,0,18030,0.967183,cluster3
0.028667,2,2,1,4580,0.986717,cluster5
0,0,0,0,18020,0.968133,cluster3
0.028017,6,0,0,15100,0.502267,cluster5
0.074884,2,2,1,4570,0.9073,cluster5
0,0,0,0,18010,0.96915,cluster3
1.88435,1,0,1,14000,2.82425,cluster17
0.038766,6,0,0,15090,0.50185,cluster5
0.063301,2,2,1,4560,0.908867,cluster5
0,0,0,0,18000,0.9658,cluster3
1.86602,1,3,1,13590,2.8151,cluster17
0.040899,6,0,0,15080,0.503533,cluster5
0.082299,2,2,1,4550,0.90825,cluster5
2.02113,1,3,1,13580,2.960217,cluster17
0.047351,6,0,0,15070,0.508083,cluster5
0.082684,2,2,1,4540,0.90875,cluster5
0.748934,6,1,0,100,1.618317,cluster15
1.46305,1,3,1,13570,2.407917,cluster17
0.528167,1,0,1,23000,1.370967,cluster13
0.038751,6,0,0,15060,0.511467,cluster3
0.089517,2,2,1,4530,0.90265,cluster5
0.642585,6,1,0,90,1.491167,cluster15
1.28825,1,3,1,13560,2.578033,cluster15
0.525,1,0,1,22590,1.34585,cluster13
0.0243,6,0,0,15050,0.512033,cluster3
0.070733,2,2,1,4520,0.913217,cluster5
0.489467,6,1,0,80,1.341867,cluster15
1.23828,1,3,1,13550,2.86835,cluster15
0.506951,1,0,1,22580,1.35925,cluster13
0.024283,6,0,0,15040,0.509767,cluster3
0.079099,2,2,1,4510,0.906883,cluster5
0.46355,6,1,0,70,1.306333,cluster15
1.68957,1,3,1,13540,3.36355,cluster17
0.1928,5,3,1,9100,1.0794,cluster4
0.447032,1,0,1,22570,1.281783,cluster13
0.784719,3,3,1,8000,1.03242,cluster13
0.02345,6,0,0,15030,0.510867,cluster3
0.453451,6,1,0,60,1.293467,cluster15
2.03863,1,3,1,13530,3.5226,cluster17
0.201401,5,3,1,9090,1.15685,cluster4
0.159233,1,0,1,22560,1.02225,cluster13
0.73347,3,3,1,7590,1.05577,cluster13
0.024217,6,0,0,15020,0.510183,cluster3
0.463267,6,1,0,50,1.294667,cluster15
3.07025,1,3,1,13520,4.186367,cluster17
0.29255,5,3,1,9080,0.78665,cluster4
0.1645,1,0,1,22550,0.9817,cluster13
0.651283,3,3,1,7580,1.1315,cluster13
0.023083,6,0,0,15010,0.5109,cluster5
0.410566,6,1,0,40,0.865983,cluster15
3.01013,1,3,1,13510,4.1536,cluster17
0.309765,5,3,1,9070,0.589383,cluster4
0.162349,1,0,1,22540,1.017783,cluster13
0.660567,3,3,1,7570,1.12945,cluster13
0.427984,6,1,0,30,0.812833,cluster15
0.893367,5,3,1,9060,1.171933,cluster17
0.154832,1,0,1,22530,1.016033,cluster13
0.654403,3,3,1,7560,1.12492,cluster13
0.406834,4,0,1,20000,1.8226,cluster15
0.441284,6,1,0,20,0.82995,cluster15
1.06167,5,3,1,9050,1.338283,cluster17
0.159383,1,0,1,22520,0.990833,cluster13
0.65348,3,3,1,7550,1.11703,cluster13
0.405668,4,0,1,19590,1.838067,cluster15
0.42855,6,1,0,10,0.831433,cluster15
1.0316,5,3,1,9040,1.305433,cluster17
0.162384,1,0,1,22510,1.018767,cluster13
0.64268,3,3,1,7540,1.11068,cluster13
0.402901,4,0,1,19580,1.844117,cluster15
0.317901,5,3,1,9030,0.591717,cluster4
0.814664,3,3,1,7530,1.27908,cluster13
0.411066,4,0,1,19570,1.81635,cluster15
0.319501,5,3,1,9020,0.59475,cluster4
1.94257,3,2,1,5000,2.897167,cluster17
0.757196,3,3,1,7520,1.22403,cluster13
0.396967,4,0,1,19560,1.834917,cluster15
0.321466,5,3,1,9010,0.598133,cluster4
1.93118,3,2,1,4590,2.883633,cluster17
0.491817,3,3,1,7510,0.959917,cluster13
0.388634,4,0,1,19550,1.834067,cluster15
1.89543,3,2,1,4580,2.843083,cluster17
0.394067,4,0,1,19540,1.82655,cluster15
2.1056,2,0,1,14000,2.28555,cluster17
1.82687,3,2,1,4570,2.769817,cluster17
0.397549,4,0,1,19530,1.838633,cluster15
2.08755,2,3,1,13590,2.26835,cluster17
1.58995,3,2,1,4560,2.801567,cluster17
0.401249,4,0,1,19520,1.828683,cluster15
2.07927,2,3,1,13580,2.26015,cluster17
1.01697,3,2,1,4550,2.4365,cluster15
0.39515,4,0,1,19510,1.8336,cluster15
1.3826,2,3,1,13570,1.5439,cluster15
1.04428,3,2,1,4540,2.476083,cluster15
1.33087,2,3,1,13560,1.739983,cluster15
1.0708,3,2,1,4530,2.5091,cluster15
1.26187,2,3,1,13550,2.1247,cluster15
0.01936,2,3,1,13410,2.47117,cluster15
0.848267,3,2,1,4520,2.294033,cluster15
1.96235,2,3,1,13540,2.833633,cluster17
0.022523,2,3,1,13400,2.4667,cluster15
0.850917,3,2,1,4510,2.303517,cluster15
2.03823,2,3,1,13530,2.901133,cluster17
0.007657,2,3,1,13390,2.46237,cluster15
0.127333,0,3,1,9500,0.288,cluster5
1.98983,2,3,1,13520,2.935467,cluster17
0.084194,2,3,1,13380,2.85017,cluster15
0.137767,0,3,1,9490,0.28465,cluster5
1.97698,2,3,1,13510,2.959783,cluster17
0.53434,2,3,1,13370,6.08597,cluster15
0.147016,0,3,1,9480,0.284333,cluster5
0.36807,2,3,1,13360,4.80518,cluster15
0.1457,0,3,1,9470,0.284333,cluster5
0.016676,2,3,1,13350,2.48757,cluster15
0.143099,0,3,1,9460,0.28335,cluster5
0.024233,2,3,1,13340,2.47775,cluster15
0.138333,0,3,1,9450,0.28745,cluster5
0.41552,2,3,1,13330,5.36425,cluster15
0.141449,0,3,1,9440,0.283833,cluster5
0.138453,2,3,1,13320,4.11455,cluster15
0.1355,0,3,1,9430,0.282133,cluster5
0.1396,0,3,1,9420,0.2814,cluster5
0.139499,0,3,1,9410,0.287383,cluster5
1.09793,2,2,1,4000,2.113217,cluster13
1.09745,2,1,1,3590,2.135283,cluster13
1.32975,2,1,1,3580,2.357733,cluster13
0.5555,6,0,0,14100,0.949283,cluster15
1.33602,2,1,1,3570,2.460533,cluster13
0.369754,4,3,1,13000,2.06837,cluster15
0.536666,6,0,0,14090,0.975567,cluster15
1.34113,2,1,1,3560,2.468783,cluster13
0.360766,4,3,1,12590,2.05385,cluster15
0.373616,6,0,0,14080,1.387567,cluster15
2.57128,2,1,1,3550,3.702833,cluster13
0.359,4,3,1,12580,2.0657,cluster15
0.369417,6,0,0,14070,1.398217,cluster15
2.59702,2,1,1,3540,3.7396,cluster13
0.110583,2,0,1,23090,0.53005,cluster13
0.35525,4,3,1,12570,2.04725,cluster15
0.367734,6,0,0,14060,1.374367,cluster15
2.6412,2,1,1,3530,3.7695,cluster33
0.088233,2,0,1,23080,0.549983,cluster13
0.353331,4,3,1,12560,2.02818,cluster15
0.445517,5,1,0,1000,1.031083,cluster12
0.35775,6,0,0,14050,1.38465,cluster15
2.7075,2,1,1,3520,3.852617,cluster33
0.16995,2,0,1,23070,0.6358,cluster13
0.344483,4,3,1,12550,2.0436,cluster15
0.304885,5,1,0,590,1.031267,cluster12
0.261002,6,0,0,14040,1.289067,cluster15
2.5874,2,1,1,3510,3.733983,cluster33
0.190084,2,0,1,23060,0.636983,cluster13
0.35033,4,3,1,12540,2.03208,cluster15
0.518599,5,1,0,580,1.222317,cluster12
0.37935,6,0,0,14030,1.394267,cluster15
0.171317,2,0,1,23050,0.63625,cluster13
0.346383,4,3,1,12530,2.0693,cluster15
0.548117,5,1,0,570,1.174367,cluster9
0.410549,6,0,0,14020,1.430083,cluster15
0,4,3,1,10000,0.978767,cluster5
0.15115,2,0,1,23040,0.62885,cluster13
0.355368,4,3,1,12520,2.14575,cluster15
0.768117,5,1,0,560,1.35175,cluster9
0.400434,6,0,0,14010,1.446167,cluster15
0,4,3,1,9590,0.965817,cluster5
0.148633,2,0,1,23030,0.6305,cluster13
0.451129,4,3,1,12510,1.77463,cluster15
0.535318,5,1,0,550,1.162417,cluster9
0,4,3,1,9580,0.9566,cluster5
0.149867,2,0,1,23020,0.63255,cluster13
0.791,5,1,0,540,1.350683,cluster9
0,4,3,1,9570,0.9345,cluster5
0.1498,2,0,1,23010,0.629417,cluster13
0.6532,4,0,1,19000,1.5294,cluster13
0.608666,5,1,0,530,1.00595,cluster9
0,4,3,1,9560,0.889767,cluster5
0.158467,2,0,1,23000,0.627867,cluster13
0.841966,4,0,1,18590,1.725283,cluster13
0.7465,5,1,0,520,1.143583,cluster9
0.066733,4,3,1,9550,0.473533,cluster5
0.8278,4,0,1,18580,1.752517,cluster13
0.664734,5,1,0,510,1.0636,cluster9
0.03565,4,3,1,9540,0.477733,cluster5
0.6033,4,0,1,18570,1.599633,cluster13
0,3,2,1,4000,1.63875,cluster15
0.054,4,3,1,9530,0.4797,cluster5
0.464801,4,0,1,18560,1.471167,cluster13
0,3,1,1,3590,1.657383,cluster15
0.068218,4,3,1,9520,0.4011,cluster5
0.460884,4,0,1,18550,1.47565,cluster13
0,3,1,1,3580,1.6747,cluster15
0.042966,4,3,1,9510,0.41235,cluster5
0.376567,4,0,1,18540,1.571367,cluster13
0,3,1,1,3570,1.707633,cluster15
0.605366,5,3,1,13000,1.4456,cluster4
0.392649,4,0,1,18530,1.5718,cluster13
0.03425,3,1,1,3560,1.746717,cluster15
0.593013,5,3,1,12590,1.45218,cluster4
1.68135,1,0,1,14500,2.602783,cluster55
0.378982,4,0,1,18520,1.573983,cluster13
0.11015,3,1,1,3550,1.2528,cluster15
0.584536,5,3,1,12580,1.44547,cluster4
1.1272,1,0,1,14490,2.061867,cluster55
0.395052,4,0,1,18510,1.573317,cluster13
0.103533,3,1,1,3540,1.2542,cluster15
0.585203,5,3,1,12570,1.44472,cluster4
0.925866,1,0,1,14480,1.89715,cluster15
0.0453,3,1,1,3530,1.184233,cluster13
0.583134,5,3,1,12560,1.4413,cluster4
0.908151,1,0,1,14470,1.867067,cluster15
0.405568,6,1,0,1000,1.4375,cluster9
0.016484,3,1,1,3520,1.194067,cluster13
0.590566,1,0,1,23500,0.7549,cluster13
1.7228,5,3,1,12550,2.59383,cluster4
1.53167,1,0,1,14460,2.4735,cluster55
0.586283,6,1,0,590,1.648233,cluster9
0.0215,3,1,1,3510,1.193617,cluster13
0.787617,1,0,1,23490,0.947267,cluster13
1.93121,5,3,1,12540,2.79078,cluster4
1.66405,1,0,1,14450,2.618317,cluster55
0.488367,6,1,0,580,1.336017,cluster9
0.655932,1,0,1,23480,0.756383,cluster13
1.94253,5,3,1,12530,2.7882,cluster4
1.34268,1,0,1,14440,2.273917,cluster55
0.702683,6,1,0,570,1.198383,cluster9
0.426499,0,3,0,8500,1.059383,cluster15
0,5,3,1,10000,1.30685,cluster5
0.919349,1,0,1,23470,0.999933,cluster13
1.92277,5,3,1,12520,2.786,cluster4
1.40723,1,0,1,14430,2.3447,cluster55
0.538868,6,1,0,560,0.881867,cluster9
0.419166,0,3,0,8490,1.042683,cluster15
0,5,3,1,9590,1.301017,cluster5
0.64665,1,0,1,23460,0.727933,cluster13
1.95995,5,3,1,12510,2.78633,cluster4
1.3652,1,0,1,14420,2.297267,cluster55
0.690033,6,1,0,550,1.04935,cluster9
0.353816,0,3,0,8480,0.968383,cluster15
0,5,3,1,9580,1.297467,cluster5
0.602467,1,0,1,23450,0.68355,cluster13
1.52955,1,0,1,14410,2.488367,cluster55
0.566817,6,1,0,540,0.912817,cluster9
0.36275,0,3,0,8470,0.845417,cluster15
0,5,3,1,9570,1.308417,cluster5
0.416584,1,0,1,23440,0.498233,cluster13
0.536517,6,1,0,530,0.88775,cluster9
0.36645,0,3,0,8460,0.822317,cluster15
0,5,3,1,9560,1.21035,cluster5
0.454867,1,0,1,23430,1.119383,cluster13
0.737533,6,1,0,520,1.0767,cluster9
0.396383,0,3,0,8450,0.849767,cluster15
0.011616,5,3,1,9550,0.745933,cluster5
0.247883,1,0,1,23420,0.984983,cluster13
0.534334,6,1,0,510,0.887767,cluster9
0.483915,0,3,0,8440,0.929033,cluster15
0.013883,5,3,1,9540,0.738617,cluster5
0.361515,1,0,1,23410,1.0901,cluster13
0.324233,0,3,0,8430,0.786467,cluster15
0.00695,5,3,1,9530,0.6997,cluster5
0.297984,0,3,0,8420,0.792017,cluster15
0,5,0,1,18410,1.07682,cluster3
0,5,3,1,9520,0.778317,cluster5
0.354067,0,3,0,8410,0.791117,cluster15
0,5,0,1,18400,1.07547,cluster3
0.010984,5,3,1,9510,1.102617,cluster5
0,5,0,1,18390,1.07197,cluster3
1.94117,2,0,1,14500,2.43375,cluster55
0,5,0,1,18380,1.06857,cluster3
2.28888,2,0,1,14490,2.760733,cluster55
0,5,0,1,18370,1.05958,cluster3
2.393,2,0,1,14480,2.893267,cluster55
0,5,0,1,18360,1.05357,cluster3
2.44178,2,0,1,14470,2.874183,cluster55
0,5,0,1,18350,1.05367,cluster3
2.43197,2,0,1,14460,2.8917,cluster55
0,5,0,1,18340,1.10237,cluster3
2.39412,2,0,1,14450,2.875733,cluster55
0,5,0,1,18330,1.57947,cluster3
2.41272,2,0,1,14440,2.8827,cluster55
0,5,0,1,18320,1.58533,cluster3
2.37662,2,0,1,14430,2.8863,cluster55
2.4044,2,0,1,14420,2.783133,cluster55
2.41922,2,0,1,14410,2.7724,cluster55
0.300768,5,1,1,0,1.369617,cluster10
0.391001,5,0,1,23590,1.4589,cluster10
0.39835,5,0,1,23580,1.471583,cluster10
0.330366,5,0,1,23570,1.403533,cluster13
0.216834,4,3,1,9000,0.305467,cluster12
0.530916,5,0,1,23560,1.6152,cluster10
0.20815,4,3,1,8590,0.3919,cluster12
1.706,5,0,1,23550,2.781033,cluster10
0.2066,4,3,1,8580,0.409967,cluster12
1.84183,5,0,1,23540,2.902,cluster10
0.206601,4,3,1,8570,0.410217,cluster12
0,0,0,0,17590,1.06527,cluster3
1.93133,5,0,1,23530,3.003017,cluster10
0.149482,4,3,1,8560,0.580233,cluster12
0,0,0,0,17580,1.08013,cluster3
1.81054,5,0,1,23520,2.889117,cluster10
0.0361,4,3,1,8550,0.90565,cluster12
0,0,0,0,17570,1.07625,cluster3
1.38113,5,0,1,23510,2.459233,cluster10
0.018384,4,3,1,8540,0.891967,cluster12
0,0,0,0,17560,1.0778,cluster3
0.032333,4,3,1,8530,0.910233,cluster12
0.096437,0,0,0,17550,1.08457,cluster3
0.051833,4,3,1,8520,0.907783,cluster12
0.065118,2,2,1,4500,0.9089,cluster5
0.010837,0,0,0,17540,1.00892,cluster3
0.050517,4,3,1,8510,0.9322,cluster12
0.076133,2,2,1,4490,0.902983,cluster5
0,0,0,0,17530,0.961333,cluster3
0.078833,2,2,1,4480,0.9063,cluster5
0,0,0,0,17520,0.966517,cluster3
0.027483,6,0,0,15000,0.51055,cluster5
0.075067,2,2,1,4470,0.904233,cluster5
0,0,0,0,17510,0.965917,cluster3
2.6772,1,3,1,13500,3.810717,cluster15
0.024817,6,0,0,14590,0.5104,cluster5
0.084933,2,2,1,4460,0.900533,cluster5
0,0,0,0,17500,0.970117,cluster3
2.42375,1,3,1,13490,3.530533,cluster15
0.018299,6,0,0,14580,0.508433,cluster5
0.058667,2,2,1,4450,0.913,cluster5
1.2817,1,3,1,13480,2.414233,cluster17
0.022016,6,0,0,14570,0.510817,cluster5
0.082467,2,2,1,4440,0.910067,cluster5
0.525266,6,1,0,0,0.71735,cluster15
2.08287,1,3,1,13470,3.211783,cluster17
0.160984,1,0,1,22500,1.00865,cluster13
0.03055,6,0,0,14560,0.509267,cluster5
0.092633,2,2,1,4430,0.905267,cluster5
0.5254,6,0,0,23590,0.722767,cluster15
2.09115,1,3,1,13460,3.198883,cluster17
0.155684,1,0,1,22490,1.0148,cluster13
0.037516,6,0,0,14550,0.50595,cluster5
0.082101,2,2,1,4420,0.918917,cluster5
0.522767,6,0,0,23580,0.722367,cluster15
2.0749,1,3,1,13450,3.193917,cluster17
0.171567,1,0,1,22480,1.006867,cluster13
0.046999,6,0,0,14540,0.504583,cluster5
0.05215,2,2,1,4410,1.014667,cluster5
0.528583,6,0,0,23570,0.7199,cluster15
2.06275,1,3,1,13440,3.208983,cluster17
0.322868,5,3,1,9000,0.597667,cluster4
0.235251,1,0,1,22470,1.0937,cluster13
0.475382,3,3,1,7500,0.945533,cluster13
0.0506,6,0,0,14530,0.5021,cluster5
0.5257,6,0,0,23560,0.722417,cluster15
1.40799,1,3,1,13430,2.519817,cluster17
0.330349,5,3,1,8590,0.601,cluster4
0.50935,1,0,1,22460,1.3855,cluster13
0.230649,3,3,1,7490,0.716283,cluster13
0.101366,6,0,0,14520,0.507583,cluster5
0.522016,6,0,0,23550,0.722683,cluster15
1.37508,1,3,1,13420,2.49365,cluster15
0.324216,5,3,1,8580,0.602183,cluster4
0.503584,1,0,1,22450,1.3795,cluster13
0.228417,3,3,1,7480,0.576633,cluster13
0.159718,6,0,0,14510,0.4006,cluster5
0.516366,6,0,0,23540,0.712783,cluster15
1.56118,1,3,1,13410,2.737833,cluster15
0.332133,5,3,1,8570,0.598367,cluster4
0.251417,1,0,1,22440,1.164017,cluster13
0.231402,3,3,1,7470,0.580117,cluster13
0.515683,6,0,0,23530,0.710967,cluster15
0.327184,5,3,1,8560,0.603383,cluster4
0.234383,1,0,1,22430,0.97705,cluster13
0.22515,3,3,1,7460,0.57665,cluster13
0.400499,4,0,1,19500,1.836633,cluster15
0.5048,6,0,0,23520,0.700883,cluster15
0.331866,5,3,1,8550,0.6023,cluster4
0.271284,1,0,1,22420,0.558983,cluster13
0.241666,3,3,1,7450,0.598983,cluster13
0.389384,4,0,1,19490,1.834217,cluster15
0.5195,6,0,0,23510,0.710517,cluster15
0.320185,5,3,1,8540,0.6084,cluster4
0.269167,1,0,1,22410,0.559867,cluster13
0.257917,3,3,1,7440,0.60135,cluster13
0.40145,4,0,1,19480,1.8453,cluster15
0.424533,5,3,1,8530,0.704233,cluster17
0.248334,3,3,1,7430,0.59435,cluster13
0.384549,4,0,1,19470,1.86565,cluster15
1.0803,5,3,1,8520,1.37315,cluster17
0.854484,3,2,1,4500,2.282567,cluster15
0.238101,3,3,1,7420,0.590117,cluster13
0.402316,4,0,1,19460,1.801583,cluster15
1.05712,5,3,1,8510,1.347283,cluster17
0.839749,3,2,1,4490,2.26195,cluster15
0.226817,3,3,1,7410,0.593433,cluster13
0.51925,4,0,1,19450,1.544183,cluster15
0.846416,3,2,1,4480,2.281733,cluster15
0.538734,4,0,1,19440,1.395717,cluster15
1.84788,2,3,1,13500,2.808733,cluster17
0.846616,3,2,1,4470,2.287,cluster15
0.537,4,0,1,19430,1.398467,cluster15
1.2475,2,3,1,13490,2.209583,cluster15
1.02005,3,2,1,4460,2.44535,cluster15
0.539499,4,0,1,19420,1.396683,cluster15
1.24808,2,3,1,13480,2.210467,cluster15
1.07012,3,2,1,4450,2.514667,cluster15
0.544184,4,0,1,19410,1.39765,cluster15
1.44377,2,3,1,13470,2.409933,cluster17
1.05552,3,2,1,4440,2.56815,cluster15
1.9025,2,3,1,13460,3.241483,cluster17
1.05915,3,2,1,4430,2.630933,cluster15
1.84045,2,3,1,13450,3.324333,cluster17
0.634339,2,3,1,13310,5.91962,cluster15
1.04997,3,2,1,4420,2.62255,cluster15
1.84528,2,3,1,13440,3.342483,cluster17
0.41817,2,3,1,13300,4.84093,cluster15
0.744117,3,2,1,4410,2.3167,cluster15
1.82682,2,3,1,13430,3.29825,cluster17
0.388887,2,3,1,13290,5.06663,cluster15
0.14235,0,3,1,9400,0.284567,cluster5
1.81942,2,3,1,13420,3.290883,cluster17
0.60976,2,3,1,13280,6.03637,cluster15
0.131667,0,3,1,9390,0.3067,cluster5
1.19567,2,3,1,13410,2.74385,cluster17
0.158387,2,3,1,13270,3.93623,cluster15
0.062016,0,3,1,9380,0.39235,cluster5
0.59787,2,3,1,13260,5.99077,cluster15
0.033936,1,0,1,22590,1.05057,cluster13
0.049367,0,3,1,9370,0.390117,cluster5
0.20539,2,3,1,13250,4.08492,cluster15
0.765687,1,0,1,22580,1.10882,cluster13
0.058116,0,3,1,9360,0.38975,cluster5
0.598351,2,3,1,13240,6.00383,cluster15
0.792467,1,0,1,22570,0.98365,cluster13
0.05995,0,3,1,9350,0.3875,cluster5
0.062876,2,3,1,13230,4.14127,cluster15
0.179234,1,0,1,22560,0.370917,cluster13
0.053784,0,3,1,9340,0.391467,cluster5
0,2,3,1,13220,5.97145,cluster15
0.184717,1,0,1,22550,0.3712,cluster13
0.076433,0,3,1,9330,0.386883,cluster5
0.178383,1,0,1,22540,0.370917,cluster13
0.066767,0,3,1,9320,0.395533,cluster5
0.177834,1,0,1,22530,0.371717,cluster13
